,date,open,close,high,low,volume,code
0,2015-05-11,7.087,7.087,7.087,7.087,1582.0,002171
1,2015-05-12,7.796,7.796,7.796,7.796,6080.0,002171
2,2015-05-13,8.575,8.575,8.575,8.575,4704.0,002171
3,2015-05-14,9.433,9.433,9.433,9.433,1370.0,002171
4,2015-05-15,10.374,10.374,10.374,10.374,9191.0,002171
5,2015-05-18,11.414,11.414,11.414,11.414,17199.0,002171
6,2015-05-19,12.557,12.557,12.557,12.557,3764.0,002171
7,2015-05-20,13.814,13.814,13.814,13.7,92452.0,002171
8,2015-05-21,15.07,15.194,15.194,14.686,184391.0,002171
9,2015-05-22,16.509,14.617,16.509,14.168,588542.0,002171
10,2015-05-25,14.04,14.642,15.179,13.552,326186.0,002171
11,2015-05-26,14.558,15.2,15.303,14.316,284143.0,002171
12,2015-05-27,15.234,16.72,16.72,15.229,186784.0,002171
13,2015-05-28,18.167,15.896,18.394,15.575,446255.0,002171
14,2015-05-29,15.501,15.999,16.449,14.306,310105.0,002171
15,2015-06-01,16.044,17.159,17.421,15.565,274702.0,002171
16,2015-06-02,17.278,18.616,18.872,17.278,261622.0,002171
17,2015-06-03,18.561,17.772,20.097,17.377,317502.0,002171
18,2015-06-04,17.821,17.367,18.576,16.291,238283.0,002171
19,2015-06-05,17.653,16.982,17.915,16.414,245696.0,002171
20,2015-06-08,16.987,16.982,18.167,16.626,213906.0,002171
21,2015-06-09,16.76,16.533,16.784,15.772,164728.0,002171
22,2015-06-10,16.454,16.888,17.13,15.891,143016.0,002171
23,2015-06-11,16.942,16.932,17.426,16.616,124388.0,002171
24,2015-06-12,17.031,17.772,17.964,16.794,217284.0,002171
25,2015-06-15,17.772,17.86,19.327,17.698,176639.0,002171
26,2015-06-16,17.327,16.686,17.762,16.542,113476.0,002171
27,2015-06-17,16.537,16.616,16.829,15.303,120880.0,002171
28,2015-06-18,16.636,15.703,16.883,15.698,70160.0,002171
29,2015-06-19,15.155,14.133,15.442,14.133,135001.0,002171
30,2015-06-23,14.045,12.978,14.509,12.722,118479.0,002171
31,2015-06-24,13.324,13.738,13.812,13.003,119647.0,002171
32,2015-06-25,13.862,12.44,13.97,12.366,149552.0,002171
33,2015-06-26,11.848,11.196,11.848,11.196,136598.0,002171
34,2015-06-29,11.359,10.076,11.517,10.076,134394.0,002171
35,2015-06-30,9.631,10.87,11.083,9.068,189362.0,002171
36,2015-07-01,10.836,10.174,11.838,9.888,174142.0,002171
37,2015-07-02,10.194,9.157,10.317,9.157,168409.0,002171
38,2015-07-03,8.683,8.244,9.419,8.244,130992.0,002171
39,2015-07-06,9.068,7.42,9.068,7.42,183031.0,002171
40,2015-07-10,7.992,8.16,8.16,7.918,87205.0,002171
41,2015-07-13,8.975,8.975,8.975,8.693,141654.0,002171
42,2015-07-14,9.641,9.873,9.873,9.335,214268.0,002171
43,2015-07-15,9.379,8.886,9.848,8.886,229789.0,002171
44,2015-07-16,8.279,8.743,9.143,7.997,201810.0,002171
45,2015-07-17,8.777,9.399,9.582,8.777,176384.0,002171
46,2015-07-20,9.478,9.839,10.179,9.286,211166.0,002171
47,2015-07-21,10.016,10.416,10.693,9.725,212064.0,002171
