,date,open,close,high,low,volume,code
0,2016-01-04,22.663,20.381,22.663,20.381,114422.0,002636
1,2016-01-05,18.357,18.347,19.663,18.347,176546.0,002636
2,2016-01-06,18.278,19.254,19.912,17.241,236790.0,002636
3,2016-01-07,18.437,17.331,18.537,17.331,48558.0,002636
4,2016-01-08,17.74,16.793,17.839,15.657,159743.0,002636
5,2016-01-11,16.344,15.118,16.344,15.118,116209.0,002636
6,2016-01-12,15.029,15.198,15.497,14.301,170126.0,002636
7,2016-01-13,15.128,13.723,15.388,13.723,150058.0,002636
8,2016-01-14,13.056,15.099,15.099,12.906,180472.0,002636
9,2016-01-15,15.089,14.251,15.577,13.923,226450.0,002636
10,2016-01-18,13.843,15.667,15.677,13.763,278337.0,002636
11,2016-01-19,15.348,15.966,16.125,15.099,279260.0,002636
12,2016-01-20,15.756,15.667,16.474,15.497,215749.0,002636
13,2016-01-21,15.338,14.102,15.796,14.102,160074.0,002636
14,2016-01-22,14.411,15.059,15.398,13.813,166293.0,002636
15,2016-01-25,15.398,15.378,15.886,14.899,159561.0,002636
16,2016-01-26,15.398,16.065,16.912,15.148,458109.0,002636
17,2016-01-27,15.736,14.889,15.816,14.461,340090.0,002636
18,2016-01-28,14.152,13.404,14.421,13.404,179450.0,002636
19,2016-01-29,13.105,14.032,14.381,12.956,175708.0,002636
20,2016-02-01,13.833,13.703,14.859,13.215,179873.0,002636
21,2016-02-02,13.972,14.441,14.63,13.793,184483.0,002636
22,2016-02-03,14.142,14.212,14.311,13.584,151003.0,002636
23,2016-02-04,14.202,14.521,14.8,14.132,177152.0,002636
24,2016-02-05,14.75,13.962,14.889,13.883,139088.0,002636
25,2016-02-15,13.095,13.554,13.783,12.976,107413.0,002636
26,2016-02-16,13.683,14.909,14.909,13.683,192063.0,002636
27,2016-02-17,15.049,15.228,15.398,14.65,270326.0,002636
28,2016-02-18,15.228,15.427,16.225,15.049,305645.0,002636
29,2016-02-19,15.198,16.623,16.843,15.118,338007.0,002636
30,2016-02-22,17.142,18.048,18.288,16.853,414910.0,002636
31,2016-02-23,17.52,17.201,17.909,16.982,286042.0,002636
32,2016-02-24,16.972,17.251,17.54,16.444,212122.0,002636
33,2016-02-25,17.022,15.527,17.221,15.527,210311.0,002636
34,2016-02-26,15.368,15.059,15.726,14.63,177896.0,002636
35,2016-02-29,15.228,13.614,15.457,13.564,163470.0,002636
36,2016-03-01,13.853,14.152,14.451,13.285,144010.0,002636
37,2016-03-02,14.251,15.278,15.398,14.022,172128.0,002636
38,2016-03-03,15.168,14.889,15.627,14.849,192779.0,002636
39,2016-03-04,14.61,13.803,14.909,13.644,159120.0,002636
40,2016-03-07,13.952,14.202,14.371,13.952,108688.0,002636
41,2016-03-08,14.251,14.451,14.55,13.354,143769.0,002636
42,2016-03-11,13.006,13.075,13.604,13.006,192081.0,002636
43,2016-03-14,13.105,13.564,13.913,12.966,156248.0,002636
44,2016-03-15,13.494,13.235,13.494,13.056,105009.0,002636
45,2016-03-16,13.434,13.135,13.504,13.006,94295.0,002636
46,2016-03-17,13.255,13.554,13.753,13.065,142253.0,002636
47,2016-03-18,13.653,14.401,14.7,13.574,224300.0,002636
48,2016-03-21,14.65,15.188,15.517,14.351,250746.0,002636
49,2016-03-22,14.959,14.889,15.138,14.79,182993.0,002636
50,2016-03-23,14.75,15.557,15.746,14.69,241050.0,002636
51,2016-03-24,15.238,14.8,15.537,14.8,191450.0,002636
52,2016-03-25,14.77,14.73,14.969,14.471,109124.0,002636
53,2016-03-28,14.8,14.989,15.388,14.75,156654.0,002636
54,2016-03-29,14.999,14.471,14.999,14.351,98331.0,002636
55,2016-03-30,14.64,15.089,15.148,14.62,115219.0,002636
56,2016-03-31,15.109,14.989,15.517,14.879,144734.0,002636
57,2016-04-01,14.849,14.78,14.899,14.491,99609.0,002636
58,2016-04-05,14.81,15.388,15.537,14.81,159717.0,002636
59,2016-04-06,15.497,15.647,16.284,15.477,246043.0,002636
60,2016-04-07,15.697,15.099,15.806,15.089,157693.0,002636
61,2016-04-08,14.869,14.839,14.889,14.58,108040.0,002636
62,2016-04-11,14.949,15.288,15.417,14.949,108600.0,002636
63,2016-04-12,15.278,15.896,16.035,14.829,252216.0,002636
64,2016-04-13,16.055,15.776,16.215,15.746,254355.0,002636
65,2016-04-14,15.846,16.215,16.235,15.607,186435.0,002636
66,2016-04-15,16.235,15.926,16.314,15.846,139130.0,002636
67,2016-04-18,15.746,15.607,15.756,15.507,102025.0,002636
68,2016-04-19,15.726,15.697,15.846,15.467,81594.0,002636
69,2016-04-20,15.806,14.67,15.826,14.251,155984.0,002636
70,2016-04-21,14.431,14.431,15.447,14.401,104010.0,002636
71,2016-04-22,14.849,15.876,15.876,14.55,267674.0,002636
72,2016-04-25,16.035,16.275,16.693,15.746,438259.0,002636
73,2016-04-26,16.095,16.374,16.384,15.756,221590.0,002636
74,2016-04-27,16.404,16.952,17.371,16.075,370167.0,002636
75,2016-04-28,16.693,16.424,17.092,16.025,251838.0,002636
76,2016-04-29,16.175,15.986,16.414,15.946,143205.0,002636
77,2016-05-03,15.986,16.623,16.713,15.986,180488.0,002636
78,2016-05-04,16.494,16.374,16.703,16.275,172868.0,002636
79,2016-05-05,16.334,16.823,16.922,16.145,198611.0,002636
80,2016-05-06,16.823,15.667,17.032,15.667,235627.0,002636
81,2016-05-09,15.168,14.451,15.338,14.251,170389.0,002636
82,2016-05-10,14.471,14.441,14.7,14.321,82763.0,002636
83,2016-05-11,14.56,14.261,14.74,14.231,86959.0,002636
84,2016-05-12,13.952,14.032,14.042,13.295,89703.0,002636
85,2016-05-13,14.002,13.663,14.291,13.454,89881.0,002636
86,2016-05-16,13.663,14.022,14.032,13.484,67077.0,002636
87,2016-05-17,14.112,13.903,14.162,13.753,77027.0,002636
88,2016-05-18,13.783,13.235,13.783,12.956,95395.0,002636
89,2016-05-19,13.235,13.364,13.624,13.235,65671.0,002636
90,2016-05-20,13.205,13.494,13.504,13.056,59109.0,002636
91,2016-05-23,13.504,13.683,13.843,13.504,66949.0,002636
92,2016-05-24,13.634,13.484,13.783,13.454,57549.0,002636
93,2016-05-25,13.604,13.464,13.803,13.394,52373.0,002636
94,2016-05-26,13.444,13.474,13.534,13.046,60608.0,002636
95,2016-05-27,13.534,13.384,13.534,13.315,48627.0,002636
96,2016-05-30,13.354,13.275,13.454,13.085,35932.0,002636
97,2016-05-31,13.275,14.022,14.062,13.275,119313.0,002636
98,2016-06-01,13.962,13.962,14.102,13.853,105750.0,002636
99,2016-06-02,13.933,14.122,14.202,13.863,97109.0,002636
100,2016-06-03,14.152,15.537,15.537,14.152,331731.0,002636
101,2016-06-06,15.537,15.208,15.697,15.019,248379.0,002636
102,2016-06-07,15.158,15.208,15.517,14.989,174647.0,002636
103,2016-06-08,15.208,15.218,15.407,14.899,135130.0,002636
104,2016-06-13,14.849,13.693,14.909,13.693,149040.0,002636
105,2016-06-14,13.354,13.634,13.723,13.354,88910.0,002636
106,2016-06-15,13.414,14.231,14.501,13.354,112738.0,002636
107,2016-06-16,14.202,14.032,14.401,14.002,88862.0,002636
108,2016-06-17,14.032,14.172,14.401,13.933,83180.0,002636
109,2016-06-20,14.341,14.212,14.351,13.883,69771.0,002636
110,2016-06-21,14.371,14.341,14.819,14.082,124185.0,002636
111,2016-06-22,14.202,14.66,14.7,14.012,105627.0,002636
112,2016-06-23,14.55,14.7,14.929,14.491,122963.0,002636
113,2016-06-24,14.65,14.152,14.819,13.454,138115.0,002636
114,2016-06-27,13.923,14.78,14.8,13.873,139115.0,002636
115,2016-06-28,14.72,15.368,15.746,14.6,230428.0,002636
116,2016-06-29,15.497,15.487,15.796,14.949,177506.0,002636
117,2016-06-30,15.447,16.344,16.932,15.148,366207.0,002636
118,2016-07-01,16.245,15.936,16.324,15.856,213057.0,002636
119,2016-07-04,15.736,15.986,16.235,15.607,162662.0,002636
120,2016-07-05,15.936,15.776,16.275,15.756,149919.0,002636
121,2016-07-06,15.697,15.776,15.936,15.627,93675.0,002636
122,2016-07-07,15.706,15.597,15.846,15.358,109696.0,002636
123,2016-07-08,15.697,15.826,16.115,15.427,127032.0,002636
124,2016-07-11,15.846,15.477,15.946,15.398,107693.0,002636
125,2016-07-12,15.467,15.637,15.637,15.049,107971.0,002636
126,2016-07-13,15.677,15.826,15.936,15.617,109702.0,002636
127,2016-07-14,15.716,16.105,16.135,15.587,115860.0,002636
128,2016-07-15,16.304,15.806,16.434,15.776,113875.0,002636
129,2016-07-18,15.746,15.577,15.836,15.467,66807.0,002636
130,2016-07-19,15.547,15.776,15.796,15.447,65172.0,002636
131,2016-07-20,15.846,15.647,15.846,15.647,58392.0,002636
132,2016-07-21,15.557,15.607,15.846,15.467,78053.0,002636
133,2016-07-22,15.567,15.348,15.637,15.348,69503.0,002636
134,2016-07-25,15.318,15.288,15.467,15.148,66316.0,002636
135,2016-07-26,15.328,15.647,15.647,15.308,60688.0,002636
136,2016-07-27,15.607,14.64,15.687,14.411,127934.0,002636
137,2016-07-28,14.461,14.451,14.78,14.102,80673.0,002636
138,2016-07-29,14.451,14.431,14.511,14.212,42364.0,002636
139,2016-08-01,14.371,14.142,14.491,14.032,45893.0,002636
140,2016-08-02,14.102,14.241,14.291,14.102,33245.0,002636
141,2016-08-03,14.192,14.092,14.281,14.082,49476.0,002636
142,2016-08-04,14.092,14.261,14.271,13.873,58270.0,002636
143,2016-08-05,14.222,14.042,14.251,14.032,41123.0,002636
144,2016-08-08,13.982,14.281,14.301,13.982,42981.0,002636
145,2016-08-09,14.281,14.441,14.55,14.222,53190.0,002636
146,2016-08-10,14.381,14.311,14.501,14.241,47135.0,002636
147,2016-08-11,14.351,13.982,14.351,13.972,43491.0,002636
148,2016-08-12,13.982,14.152,14.222,13.982,33427.0,002636
149,2016-08-15,14.172,14.481,14.54,14.142,66884.0,002636
150,2016-08-16,14.481,14.511,14.7,14.431,67200.0,002636
151,2016-08-17,14.54,14.849,14.889,14.481,88218.0,002636
152,2016-08-18,14.949,14.66,15.039,14.64,77088.0,002636
153,2016-08-19,14.7,15.308,15.607,14.53,147917.0,002636
154,2016-08-22,15.059,14.919,15.547,14.849,122289.0,002636
155,2016-08-23,14.81,14.73,15.079,14.55,69728.0,002636
156,2016-08-24,14.73,14.76,15.009,14.66,59459.0,002636
157,2016-08-25,14.55,14.59,14.69,14.361,53704.0,002636
158,2016-08-26,14.65,14.909,15.278,14.63,105067.0,002636
159,2016-08-29,14.79,14.869,14.919,14.63,69598.0,002636
160,2016-08-30,14.939,15.447,15.826,14.929,222074.0,002636
