,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
612,603879,永悦科技,4.47,8.39,18.6763,22.2448,0.1544,264.9989,1.8402
613,601677,明泰铝业,4.47,3.86,9.5011,180.3827,0.3514,4666.4431,9.0911
614,000667,美好置业,4.46,16.08,40.37,300.0179,0.1172,1865.1774,0.7287
615,002087,新野纺织,4.46,5.31,18.8232,137.184,0.1679,2583.1839,3.1625
616,601100,恒立液压,4.46,11.89,28.0937,161.683,0.2566,1359.0212,2.1571
617,600594,益佰制药,4.45,9.4,73.4687,183.6674,0.2319,1951.8882,2.4647
618,000759,中百集团,4.45,1.76,21.5915,136.2112,0.2,7701.6472,11.3089
619,002681,奋达科技,4.43,14.25,28.5912,129.6987,0.104,909.7795,0.7297
620,002839,张家港行,4.41,29.22,28.2732,351.7455,0.1946,1203.493,0.6658
621,600070,浙江富润,4.4,11.23,19.2785,97.2047,0.1862,865.5709,1.6583
622,600771,广誉远,4.4,15.61,78.4551,78.6758,0.2228,503.7257,1.4265
623,300649,杭州园林,4.39,19.92,57.4352,12.8482,0.2007,64.4918,1.0076
624,002041,登海种业,4.39,26.94,46.2986,121.3672,0.1379,450.3879,0.5118
625,002697,红旗连锁,4.37,2.87,27.5226,98.5225,0.0724,3432.7729,2.524
626,600308,华泰股份,4.37,4.68,14.5677,295.6812,0.2532,6304.5859,5.3997
627,002349,精华制药,4.37,16.54,49.9484,96.3205,0.1145,582.0782,0.6924
628,000100,TCL集团,4.36,1.98,20.8541,1033.8447,0.0846,52174.5173,4.2718
629,300265,通光线缆,4.36,5.46,21.3836,41.9926,0.1244,768.7833,2.2778
630,300410,正业科技,4.35,15.02,37.7103,81.7125,0.4145,543.7432,2.7586
631,300445,康斯特,4.35,22.25,72.608,18.4456,0.1113,82.8664,0.5003
632,300199,翰宇药业,4.35,33.45,80.4319,160.2422,0.1714,478.9647,0.5124
633,603001,奥康国际,4.34,10.97,37.8008,175.0115,0.4364,1594.4118,3.9762
634,002850,科达利,4.34,12.68,27.3259,94.6689,0.6762,746.4766,5.3319
635,000799,酒鬼酒,4.32,22.33,76.9402,82.7714,0.2547,370.6102,1.1405
636,600710,ST常林,4.32,0.48,5.3528,164.623,0.1259,34034.2977,26.045
637,300546,雄帝科技,4.3,17.92,59.5857,24.8971,0.1841,138.9071,1.0273
638,000510,金路集团,4.3,4.41,15.2437,36.1893,0.0594,820.5471,1.3469
639,603388,元成股份,4.29,10.32,24.3526,30.5058,0.305,295.3411,2.9534
640,600614,鹏起科技,4.28,19.05,33.4803,205.5727,0.1172,1078.7934,0.6154
641,002810,山东赫达,4.28,8.96,23.0118,28.061,0.2936,312.96,3.275
642,002514,宝馨科技,4.26,15.01,39.1899,41.1638,0.0742,274.2237,0.4949
643,603128,华贸物流,4.26,3.82,12.1993,153.3124,0.1524,4008.3274,3.9867
644,002812,创新股份,4.25,11.96,23.5979,65.4405,0.4795,547.0228,4.0089
645,002388,新亚制程,4.24,12.39,22.4655,51.77,0.1295,417.727,1.0453
646,002758,华通医药,4.24,3.58,13.183,23.8655,0.1136,664.8836,3.1661
647,600961,株冶集团,4.24,0.1,4.3887,6.8647,0.013,6572.8517,12.4613
648,600529,山东药玻,4.23,11.48,30.7511,132.1142,0.4352,1150.0373,3.7885
649,002817,黄山胶囊,4.23,18.44,37.982,27.4057,0.3162,148.608,1.7146
650,002308,威创股份,4.23,21.85,56.1422,103.7552,0.1224,474.6929,0.5602
651,002646,青青稞酒,4.22,15.8,65.7816,105.7813,0.235,669.3238,1.4873
652,601339,百隆东方,4.2,10.07,18.3714,308.5007,0.2056,3062.8027,2.0418
653,600269,赣粤高速,4.19,27.31,42.4811,589.6028,0.2524,2158.5703,0.9242
654,600403,*ST大有,4.18,8.64,38.1896,289.7279,0.1211,3351.223,1.4017
655,300149,量子高科,4.18,25.8,46.1857,32.7954,0.0776,127.0678,0.301
656,603200,上海洗霸,4.18,19.26,41.457,28.5342,0.387,148.0859,2.0087
657,002053,云南能投,4.17,12.92,42.5211,95.8302,0.1716,741.4915,1.328
658,600713,南京医药,4.16,0.83,6.2528,112.3677,0.1252,13492.4979,15.0346
659,601116,三江购物,4.16,3.43,23.0474,66.057,0.1608,1924.6772,4.6856
660,601116,三江购物,4.16,3.43,23.0474,66.057,0.1608,1924.6772,4.6856
661,601311,骆驼股份,4.15,6.71,19.9195,214.3566,0.2526,3194.2976,3.7651
662,603566,普莱柯,4.15,23.98,70.3446,61.9385,0.1913,258.2679,0.7977
663,000096,广聚能源,4.14,18.36,15.0577,96.4348,0.1826,524.9942,0.9943
664,300241,瑞丰光电,4.14,5.63,16.8043,44.4115,0.1606,787.4709,2.848
665,603286,日盈电子,4.14,11.84,34.5676,16.839,0.1911,142.1281,1.6136
666,002798,帝王洁具,4.13,10.83,29.0806,24.1302,0.2793,222.6992,2.5782
667,002401,中远海科,4.13,10.06,18.5727,32.2934,0.1064,320.9115,1.0582
668,603737,三棵树,4.13,4.0,40.2656,40.3763,0.4037,1007.2923,10.0729
669,600406,国电南瑞,4.12,8.37,19.8632,349.5798,0.1439,4175.9654,1.7192
670,300495,美尚生态,4.12,13.55,26.947,110.7421,0.1841,816.6834,1.3584
671,002391,长青股份,4.1,11.51,29.697,120.8908,0.3362,1050.1973,2.9213
672,002429,兆驰股份,4.1,8.75,14.2228,327.797,0.0724,3745.5086,0.8273
673,600023,浙能电力,4.1,10.52,11.7283,2382.6897,0.1751,22629.0524,1.6638
674,603838,四通股份,4.1,12.42,31.6078,27.695,0.1038,222.8605,0.8356
675,601878,浙商证券,4.09,25.56,33.3145,526.7801,0.158,2060.203,0.618
676,603860,中公高科,4.09,18.23,55.586,12.3732,0.2474,67.8408,1.3568
677,600312,平高电气,4.08,8.51,21.3049,350.2108,0.258,4113.3843,3.0314
678,300473,德尔股份,4.08,7.95,31.9988,63.3918,0.6041,796.9708,7.5952
679,000301,东方市场,4.07,27.34,29.9825,144.6462,0.1187,529.0205,0.4342
680,600381,青海春天,4.05,38.7,44.9949,84.5932,0.1233,218.5763,0.3188
681,300505,川金诺,4.04,7.02,29.9534,25.6143,0.2743,364.4271,3.9034
682,300261,雅本化学,4.04,7.7,27.3172,41.6701,0.0776,540.9819,1.0074
683,002150,通润装备,4.03,7.33,25.7787,43.001,0.1567,586.0704,2.137
684,300692,中环环保,4.03,24.58,47.9073,18.7746,0.2346,76.3688,0.9546
685,002791,坚朗五金,4.02,7.41,39.6994,101.6909,0.3162,1371.7836,4.2662
686,002853,皮阿诺,4.02,11.02,35.1656,34.6915,0.5583,314.5324,5.0619
687,601222,林洋能源,4.01,21.57,39.0838,336.7419,0.1908,1560.6663,0.8846
688,603166,福达股份,4.0,12.02,24.3437,82.311,0.139,684.6254,1.1564
689,300459,金科文化,3.99,31.3,45.1477,204.1464,0.1291,652.1189,0.4124
690,002351,漫步者,3.99,16.48,34.5818,70.1276,0.1192,425.4927,0.7236
691,002501,利源精制,3.99,20.69,36.5251,313.0724,0.2577,1512.9707,1.2454
692,603969,银龙股份,3.99,6.69,17.8715,62.6857,0.1567,936.3898,2.3409
693,000998,隆平高科,3.98,21.2,45.705,234.0248,0.1862,1103.6283,0.8785
694,600315,上海家化,3.98,8.15,69.9167,216.2423,0.3211,2651.8811,3.9379
695,002556,辉隆股份,3.97,1.26,4.7618,91.238,0.1271,7238.8924,10.0876
696,000404,华意压缩,3.97,2.89,12.7002,126.4054,0.1816,4365.6083,6.2724
697,002700,新疆浩源,3.96,22.16,36.5767,36.5589,0.0865,164.9079,0.3903
698,000821,京山轻机,3.96,10.37,30.7257,71.3236,0.1492,687.6678,1.4394
699,300559,佳发安泰,3.96,30.16,54.2018,23.5018,0.3273,77.9182,1.0852
700,000419,通程控股,3.95,4.07,20.2416,80.1706,0.1474,1967.1549,3.6188
701,002877,智能自控,3.95,15.13,42.3678,22.097,0.1807,145.9942,1.1943
702,300041,回天新材,3.95,10.02,27.1063,72.5395,0.1809,723.4257,1.805
703,300206,理邦仪器,3.95,11.65,56.2625,48.8382,0.0834,419.1325,0.7164
704,603601,再升科技,3.95,20.59,41.3073,44.6583,0.1156,216.8257,0.5615
705,002632,道明光学,3.95,18.42,36.5556,58.1104,0.0982,315.3364,0.5329
706,600351,亚宝药业,3.94,9.08,53.2113,107.1482,0.1361,1178.7558,1.4977
707,300666,江丰电子,3.94,8.22,31.6323,20.584,0.094,250.3777,1.1445
708,600251,冠农股份,3.94,10.3,11.9764,77.0527,0.0981,748.0505,0.9531
709,300102,乾照光电,3.92,17.72,35.0862,101.7965,0.1444,574.3125,0.8151
710,603727,博迈科,3.9,21.76,27.1371,94.2566,0.4025,433.0454,1.8494
711,600884,杉杉股份,3.9,8.8,25.2004,339.0495,0.3019,3852.3606,3.4311
712,000166,申万宏源,3.9,33.81,45.2082,2049.9649,0.1022,6062.4808,0.3022
713,600461,洪城水业,3.9,8.3,25.5068,124.8425,0.1581,1503.6668,1.9043
714,002219,恒康医疗,3.89,14.91,31.4955,165.4891,0.0887,1109.3089,0.5947
715,600814,杭州解百,3.89,3.18,22.563,87.5329,0.1224,2749.3398,3.845
716,002759,天际股份,3.88,29.19,49.5755,134.6079,0.2976,461.0522,1.0196
717,002863,今飞凯达,3.87,2.96,17.8728,34.1206,0.154,1148.9275,5.187
718,300118,东方日升,3.86,4.73,17.2837,273.4392,0.3022,5778.1356,6.3873
719,002406,远东传动,3.86,12.05,31.4384,86.8666,0.1548,720.4343,1.2841
720,002337,赛象科技,3.86,26.32,44.2458,46.6038,0.0791,177.063,0.3008
721,002735,王子新材,3.86,7.37,24.9986,19.2841,0.241,261.5483,3.2693
722,300477,合纵科技,3.85,5.31,25.3376,33.5677,0.1199,631.0474,2.2556
723,603488,展鹏科技,3.84,23.04,39.6496,29.0972,0.1398,126.2501,0.6069
724,000402,金融街,3.83,10.62,31.953,1061.4191,0.3551,9990.827,3.3426
725,000783,长江证券,3.83,36.0,45.0629,995.0154,0.1799,2763.6383,0.4998
726,601700,风范股份,3.82,9.45,20.0556,114.6264,0.1011,1211.8245,1.0693
727,002548,金新农,3.82,4.26,20.0943,63.452,0.1666,1489.4425,3.9109
728,300297,蓝盾股份,3.81,14.98,54.9703,140.8249,0.1198,939.8522,0.7995
729,603580,艾艾精工,3.79,18.67,48.7042,13.6793,0.2051,73.2563,1.0987
730,300420,五洋科技,3.79,15.63,38.1563,44.0662,0.0908,281.8371,0.5808
731,603008,喜临门,3.79,8.0,32.3882,94.8256,0.2405,1184.6542,3.0047
732,603936,博敏电子,3.79,4.75,17.5079,36.443,0.2177,766.9774,4.583
733,002187,广百股份,3.79,2.83,17.409,97.6197,0.285,3439.9074,10.0457
734,002175,东方网络,3.78,16.29,44.1803,50.9981,0.0676,312.9707,0.4152
735,002843,泰嘉股份,3.78,14.65,39.6198,21.9294,0.1566,149.6646,1.069
736,300184,力源信息,3.78,4.28,7.2296,153.6313,0.2334,3581.6397,5.4415
737,002826,易明医药,3.77,11.31,73.239,21.3315,0.1124,188.4514,0.9933
738,002849,威星智能,3.77,9.96,31.1949,19.5065,0.225,195.8376,2.2596
739,002472,双环传动,3.77,10.2,23.5022,114.4253,0.169,1121.1157,1.6566
740,002049,紫光国芯,3.75,15.42,32.8336,123.4808,0.2034,800.5337,1.3192
741,002426,胜利精密,3.73,4.35,11.2512,321.6374,0.094,7385.9073,2.1588
742,300240,飞力达,3.72,2.71,13.0519,38.5481,0.1054,1420.7058,3.8863
743,002731,萃华珠宝,3.71,3.38,10.0219,43.4549,0.2883,1282.9844,8.5146
744,000916,华北高速,3.7,35.97,55.0312,174.2652,0.1598,484.3808,0.4443
745,002876,三利谱,3.7,8.41,29.4254,30.6179,0.3827,363.7116,4.5463
746,603626,科森科技,3.7,7.38,27.9061,57.3646,0.2723,776.5128,3.6859
747,603656,泰禾光电,3.69,18.01,53.7778,28.428,0.2673,157.8068,1.4839
748,000970,中科三环,3.67,8.62,24.6166,153.133,0.1437,1775.8889,1.6671
749,600307,酒钢宏兴,3.67,1.81,14.3939,350.769,0.056,19327.7082,3.0858
750,600720,祁连山,3.66,7.1,29.8737,184.9701,0.2382,2604.7447,3.3553
751,002687,乔治白,3.66,10.44,47.9164,35.9189,0.1012,343.9792,0.9693
752,002722,金轮股份,3.65,6.43,20.5021,62.1753,0.3543,965.6356,5.5032
753,002662,京威股份,3.65,6.51,27.9282,171.4171,0.1142,2632.5513,1.755
754,002283,天润曲轴,3.64,10.02,25.736,134.2483,0.1193,1339.2539,1.1905
755,000757,浩物股份,3.64,6.79,27.1451,21.649,0.0479,318.4668,0.7051
756,002101,广东鸿图,3.64,7.19,24.2648,153.0696,0.4315,2127.6934,5.9982
757,000793,华闻传媒,3.64,24.39,42.1044,359.5004,0.1782,1473.4746,0.7303
758,600366,宁波韵升,3.64,19.46,29.6264,161.8461,0.2905,831.359,1.4923
759,300001,特锐德,3.63,3.9,22.2459,102.2678,0.1025,2618.8819,2.6252
760,002782,可立克,3.63,7.25,22.8983,29.2072,0.0685,402.6124,0.945
761,300678,中科信息,3.63,14.77,37.6736,12.248,0.1633,82.8817,1.105
762,603078,江化微,3.62,14.98,37.8035,26.0764,0.4346,174.039,2.9006
763,000959,首钢股份,3.62,3.35,12.899,948.8951,0.1793,28256.8906,5.3421
764,300471,厚普股份,3.62,13.36,31.8231,61.8706,0.1668,462.9927,1.2487
765,300055,万邦达,3.61,19.8,27.0193,205.6866,0.2377,1038.6035,1.2004
766,002442,龙星化工,3.61,3.22,19.0403,40.6378,0.0846,1259.2459,2.6234
767,002527,新时达,3.6,6.11,23.6717,99.1946,0.1599,1622.6601,2.6164
768,002398,建研集团,3.6,9.55,25.0892,78.4367,0.2288,820.8413,2.3949
769,000751,锌业股份,3.59,2.57,10.7339,80.6321,0.0571,3134.2531,2.223
770,002421,达实智能,3.59,8.96,26.6736,103.5598,0.0537,1155.2748,0.5996
771,002446,盛路通信,3.59,17.71,36.9034,90.2067,0.1183,509.1845,0.6681
772,600525,长园集团,3.58,8.56,44.5664,264.7077,0.2009,3090.6071,2.3461
773,600022,山东钢铁,3.58,1.88,5.0964,595.5856,0.0544,31558.6598,2.8829
774,000026,飞亚达A,3.58,5.42,41.1406,86.7088,0.1976,1599.5411,3.6457
775,300143,星普医科,3.56,63.04,66.4642,81.1036,0.2812,128.65,0.4461
776,601688,华泰证券,3.56,36.87,49.0934,2993.2499,0.4178,8116.5918,1.1331
777,600131,岷江水电,3.55,10.47,10.5273,37.603,0.0745,359.1094,0.7123
778,002400,省广股份,3.55,4.24,14.9523,189.8177,0.1088,4473.2135,2.5658
779,000977,浪潮信息,3.55,1.58,10.7573,143.8274,0.1439,9100.2156,9.1067
780,300181,佐力药业,3.54,10.91,56.8936,48.1959,0.0791,441.4943,0.7253
781,600367,红星发展,3.53,6.08,25.2908,39.1231,0.1343,642.4807,2.2063
782,000860,顺鑫农业,3.53,3.73,36.1594,244.5974,0.4286,6548.1276,11.476
783,002564,天沃科技,3.51,1.29,7.2599,90.5857,0.1231,6977.7525,9.4837
784,002498,汉缆股份,3.51,7.31,15.5278,157.1928,0.0472,2148.1758,0.6457
785,002322,理工环科,3.51,31.89,70.2555,103.8096,0.2586,325.439,0.8109
786,601016,节能风电,3.51,24.71,53.275,229.6586,0.0552,929.2382,0.2236
787,603558,健盛集团,3.5,14.15,30.1958,65.0974,0.1757,459.9739,1.2414
788,002303,美盈森,3.5,11.62,32.796,144.3621,0.0936,1242.2652,0.8054
789,002776,柏堡龙,3.5,17.78,28.5898,74.5113,0.3098,419.0532,1.7427
790,300587,天铁股份,3.5,24.16,65.7637,28.5498,0.2745,118.1228,1.1357
791,300528,幸福蓝海,3.48,8.98,48.1789,65.451,0.1756,728.4299,1.9549
792,002360,同德化工,3.48,12.61,41.8063,33.8651,0.0864,268.4472,0.6856
793,002451,摩恩电气,3.47,10.4,33.7878,21.377,0.0486,205.4756,0.4678
794,002086,东方海洋,3.47,24.55,28.9807,102.9387,0.1496,419.1405,0.6094
795,600986,科达股份,3.47,5.41,12.8311,204.1587,0.212,3770.3113,3.9159
796,603615,茶花股份,3.47,13.52,32.0683,44.7663,0.1865,331.0012,1.3791
797,002338,奥普光电,3.46,15.18,48.3599,26.4293,0.2202,174.0996,1.4508
798,603990,麦迪科技,3.46,13.05,75.2592,13.6802,0.169,104.8183,1.2951
799,300555,路通视信,3.45,11.69,28.901,21.0218,0.1051,179.7662,0.8988
800,000563,陕国投A,3.45,51.52,68.7921,267.5188,0.0865,519.2419,0.168
801,002482,广田集团,3.44,4.15,12.0718,215.3881,0.1401,5181.1356,3.3703
802,603688,石英股份,3.44,16.43,37.2853,41.993,0.1244,255.5159,0.7574
803,300533,冰川网络,3.43,32.38,88.1594,50.5038,0.505,155.9276,1.5592
804,002210,飞马国际,3.42,0.36,0.8628,140.0031,0.1439,38202.2698,39.2913
805,300566,激智科技,3.42,8.28,31.0116,24.1572,0.1942,291.4357,2.343
806,002097,山河智能,3.42,4.75,35.1315,84.1394,0.1113,1770.3493,2.3438
807,002822,中装建设,3.42,5.03,15.4475,66.4871,0.1108,1319.503,2.1991
808,600975,新五丰,3.42,4.76,11.0969,41.1332,0.063,863.9749,1.3237
809,002825,纳尔股份,3.41,6.57,21.6711,19.222,0.1916,292.3796,2.9147
810,002627,宜昌交运,3.4,3.32,12.4212,32.0373,0.2399,964.5038,7.2247
811,300374,恒通科技,3.4,5.5,17.0853,28.2186,0.1449,512.3714,2.6318
812,000516,国际医学,3.4,5.98,19.4672,122.8278,0.0623,2053.3434,1.0417
813,002872,天圣制药,3.4,9.21,30.4497,101.7564,0.4799,1104.4029,5.2094
814,002028,思源电气,3.39,7.74,33.7986,144.9326,0.1906,1871.9387,2.4623
815,600382,广东明珠,3.38,61.78,87.0052,167.1747,0.3581,270.5945,0.5796
816,603598,引力传媒,3.38,2.1,7.9901,20.613,0.076,979.6683,3.6135
817,002295,精艺股份,3.37,1.48,4.4331,37.4303,0.1488,2514.965,9.9994
818,002301,齐心集团,3.37,5.98,20.0089,80.2821,0.1876,1340.6223,3.1332
819,002418,康盛股份,3.36,4.84,17.2304,72.2829,0.0636,1493.1003,1.3138
820,002619,艾格拉斯,3.35,39.43,70.77,118.598,0.0823,300.7159,0.2088
821,000731,四川美丰,3.34,5.97,20.5979,85.3268,0.1442,1427.4435,2.4133
822,603955,大千生态,3.34,12.19,27.7556,34.0002,0.3908,278.9183,3.2059
823,600460,士兰微,3.32,6.5,27.8444,84.4255,0.0676,1298.1799,1.0409
824,603679,华体科技,3.32,9.51,33.1708,15.9018,0.159,167.1722,1.6717
825,300046,台基股份,3.32,19.04,38.0473,26.998,0.19,141.7859,0.9979
826,300070,碧水源,3.32,18.43,27.197,533.8487,0.1703,2895.0715,0.9238
827,600701,工大高新,3.31,8.43,28.6443,145.9106,0.141,1729.0473,1.671
828,300050,世纪鼎利,3.31,21.75,43.1242,72.7517,0.1458,334.36,0.6701
829,300611,美力科技,3.31,11.49,34.0089,21.3622,0.1193,185.8304,1.0384
830,000711,京蓝科技,3.31,21.06,34.8713,100.6174,0.1545,477.621,0.7334
831,002261,拓维信息,3.31,23.58,63.9153,129.8963,0.1169,550.7622,0.4956
832,601965,中国汽研,3.29,12.71,23.6744,137.0005,0.1425,1077.3737,1.1208
833,000544,中原环保,3.29,37.79,42.3218,175.4374,0.2699,464.211,0.7144
834,601015,陕西黑猫,3.27,1.81,8.671,92.6506,0.0996,5097.1606,5.4808
835,601567,三星医疗,3.27,11.55,32.9785,231.5905,0.1632,2004.142,1.4125
836,300249,依米康,3.27,5.92,29.2214,23.3653,0.0536,394.335,0.9057
837,600857,宁波中百,3.26,4.55,13.6391,21.026,0.0937,462.0674,2.0598
838,002657,中科金财,3.25,16.81,34.8335,92.7153,0.2746,551.2533,1.6329
839,300193,佳士科技,3.24,17.83,35.7466,71.5467,0.1409,401.0516,0.7899
840,603606,东方电缆,3.23,2.78,12.9527,28.0983,0.0903,1009.5747,3.2465
841,300421,力星股份,3.21,12.14,26.1678,36.4444,0.2791,300.1082,2.2987
842,002329,皇氏集团,3.2,9.0,33.5094,89.1699,0.1064,990.0465,1.1819
843,002766,索菱股份,3.19,10.15,32.6644,57.168,0.271,562.9738,2.6696
844,002661,克明面业,3.19,6.6,21.6574,67.226,0.1998,1018.391,3.0279
845,002220,天宝食品,3.18,13.96,22.6164,86.5302,0.158,619.7414,1.1319
846,300343,联创互联,3.18,12.62,20.4052,130.4054,0.2208,1032.5478,1.7489
847,000705,浙江震元,3.17,3.4,15.7148,42.6856,0.1277,1254.4557,3.7544
848,300468,四方精创,3.17,14.2,50.0764,28.038,0.2659,197.3433,1.8721
849,002445,中南文化,3.16,20.82,44.8028,132.5159,0.1596,636.1813,0.7666
850,300412,迦南科技,3.16,15.03,46.0073,23.0975,0.089,153.643,0.5925
851,002665,首航节能,3.14,11.72,25.1021,92.9743,0.0471,793.2211,0.4024
852,603966,法兰泰克,3.14,9.24,26.7527,24.5867,0.1536,266.0609,1.6628
853,600248,延长化建,3.13,3.73,6.839,62.0611,0.1007,1659.6709,2.6951
854,603118,共进股份,3.12,3.8,12.2097,135.1465,0.1726,3548.4429,4.5321
855,000985,大庆华科,3.12,2.34,10.8942,16.2364,0.1252,693.6302,5.3504
856,002218,拓日新能,3.12,10.5,22.5009,87.0887,0.1408,828.739,1.3406
857,300569,天能重工,3.1,14.84,28.7433,50.6749,0.3378,341.283,2.275
858,300024,机器人,3.1,17.21,32.2135,176.7494,0.1132,1026.5568,0.6579
859,002109,兴化股份,3.1,10.71,20.7812,100.0625,0.1425,933.4697,1.3297
860,300511,雪榕生物,3.1,8.57,23.5035,40.2974,0.179,469.7049,2.0875
861,600988,赤峰黄金,3.09,8.09,23.3979,79.1375,0.1109,977.9648,1.3712
862,300212,易华录,3.08,6.52,29.0289,79.6739,0.2154,1220.8305,3.3014
863,300532,今天国际,3.08,12.77,34.4788,21.7089,0.1409,169.9016,1.103
864,002806,华锋股份,3.07,5.59,17.5607,10.9071,0.0801,194.7791,1.4321
865,300279,和晶科技,3.07,6.44,24.1654,50.7333,0.113,787.3296,1.7537
866,603991,至正股份,3.07,8.99,25.7023,13.4429,0.1803,149.4726,2.0054
867,603508,思维列控,3.05,33.35,57.521,75.938,0.4746,227.6886,1.423
868,603005,晶方科技,3.04,16.98,42.1285,52.5199,0.2256,309.2685,1.329
869,600378,天科股份,3.04,11.07,26.7021,23.1674,0.0779,209.2339,0.704
870,002463,沪电股份,3.03,4.79,18.5809,102.9743,0.0615,2146.3101,1.282
871,000551,创元科技,3.03,3.83,25.8915,49.9532,0.1248,1302.4397,3.2554
872,600318,新力金融,3.02,12.62,83.1235,39.6576,0.0819,314.2176,0.6492
873,600551,时代出版,3.02,4.33,9.8555,153.1458,0.3027,3536.1955,6.9909
874,002796,世嘉科技,3.02,5.38,13.9719,14.4426,0.1805,268.0959,3.3511
875,601198,东兴证券,3.02,40.0,48.6876,564.5887,0.2047,1411.343,0.5117
876,002123,梦网集团,3.01,12.98,30.3035,154.9256,0.1798,1193.3161,1.385
877,000937,冀中能源,3.0,5.57,23.9226,570.546,0.1614,10226.9067,2.8942
878,300310,宜通世纪,3.0,9.9,24.3904,103.3977,0.1233,1043.9493,1.2451
879,002416,爱施德,3.0,0.65,3.1027,157.7355,0.1527,24069.4697,23.3065
880,002654,万润科技,2.99,5.94,18.8599,76.0937,0.0919,1280.6853,1.5471
881,300066,三川智慧,2.99,16.65,34.5983,44.4577,0.0427,266.9696,0.2566
882,600211,西藏药业,2.99,13.35,75.2161,58.1719,0.3238,435.4564,2.4243
883,002738,中矿资源,2.97,9.39,32.1155,18.907,0.0982,201.3495,1.0463
884,603085,天成自控,2.96,9.8,30.8936,27.8613,0.1244,284.209,1.2697
885,603538,美诺华,2.96,10.83,35.9087,32.8296,0.2735,302.8603,2.5238
886,603979,金诚信,2.96,9.74,25.0601,111.3821,0.2475,1142.5301,2.5389
887,002121,科陆电子,2.95,8.83,37.8222,134.7837,0.0957,1525.4093,1.0837
888,002089,新海宜,2.93,9.0,21.4811,56.0207,0.0407,622.2456,0.4526
889,603819,神力股份,2.93,6.69,14.7256,21.5755,0.1797,322.1629,2.6846
890,000766,通化金马,2.93,22.35,73.7845,124.6826,0.129,557.821,0.5771
891,000531,穗恒运A,2.93,7.4,21.6921,112.7862,0.1646,1522.1367,2.2218
892,002006,精功科技,2.9,6.79,26.2819,27.6149,0.0606,406.1072,0.8922
893,600444,国机通用,2.9,4.81,17.6849,10.2532,0.07,212.806,1.4533
894,600060,海信电器,2.9,2.91,13.7496,396.0241,0.3026,13566.639,10.3682
895,002533,金杯电工,2.89,4.0,14.0822,63.9375,0.1155,1596.2238,2.8858
896,300005,探路者,2.89,6.18,23.0346,79.0126,0.0886,1277.5342,1.4333
897,300034,钢研高纳,2.89,11.34,24.913,38.4894,0.0912,339.3935,0.8046
898,002256,兆新股份,2.88,21.83,39.3336,63.1621,0.0335,289.2643,0.1536
899,600980,北矿科技,2.88,7.81,29.8066,15.4617,0.1015,197.9381,1.3004
900,603196,日播时尚,2.87,5.48,62.6775,25.2406,0.1051,459.7807,1.9157
901,603032,德新交运,2.87,12.39,39.013,12.4463,0.0933,100.4317,0.7531
902,300101,振芯科技,2.85,12.12,56.2096,24.5589,0.0441,202.5364,0.3642
903,600619,海立股份,2.84,2.16,13.0235,114.3455,0.1319,5288.4815,6.1046
904,600846,同济科技,2.83,3.46,14.1049,53.7698,0.086,1553.9263,2.4872
905,002786,银宝山新,2.83,2.28,16.271,30.3195,0.0795,1326.4585,3.4793
906,603456,九洲药业,2.83,9.19,31.3403,73.4082,0.1656,798.3479,1.8015
907,000738,航发控制,2.83,11.69,29.6639,143.2635,0.125,1224.9141,1.0691
908,300328,宜安科技,2.82,5.96,26.5905,21.0524,0.0513,353.1773,0.8618
909,002430,杭氧股份,2.82,3.37,18.394,98.338,0.1182,2914.5239,3.5039
910,000413,东旭光电,2.82,13.69,28.0614,635.8557,0.1287,4641.2855,0.9395
911,000881,中广核技,2.81,5.28,17.979,144.5448,0.1369,2735.1309,2.591
912,300038,梅泰诺,2.81,18.35,30.9758,175.0264,0.5515,953.7583,3.0056
913,600531,豫光金铅,2.8,1.09,4.6525,85.6006,0.0785,7785.7557,7.1413
914,600667,太极实业,2.8,3.14,14.3622,166.9078,0.0792,5305.4421,2.5189
915,000715,中兴商业,2.8,2.81,19.5,34.4552,0.1234,1225.7214,4.3931
916,600889,南京化纤,2.79,4.82,11.8251,41.4501,0.1349,858.4539,2.7956
917,300378,鼎捷软件,2.79,5.77,83.5371,33.1303,0.1269,574.0149,2.1995
918,300171,东富龙,2.78,10.43,39.0182,82.0408,0.1305,785.9927,1.2509
919,002069,獐子岛,2.78,2.04,17.4463,30.7747,0.0432,1505.3189,2.1168
920,000421,南京公用,2.78,3.8,24.4558,66.8452,0.1167,1754.7571,3.0642
921,002292,奥飞娱乐,2.78,7.59,49.8053,135.119,0.1033,1778.6745,1.3599
922,600392,盛和资源,2.77,6.08,15.9729,134.5907,0.0996,2210.788,1.6374
923,002072,凯瑞德,2.77,5.35,40.3829,2.731,0.0155,51.0248,0.2899
924,002521,齐峰新材,2.75,5.55,16.9336,92.2216,0.1864,1660.2034,3.356
925,002135,东南网架,2.75,2.1,10.9645,68.6532,0.0803,3258.3388,3.813
926,300236,上海新阳,2.75,14.97,39.3644,34.6989,0.179,231.6367,1.1954
927,002392,北京利尔,2.75,7.89,35.5918,84.4492,0.0704,1069.0488,0.8919
928,603028,赛福天,2.74,7.23,21.5033,18.8076,0.0851,259.8691,1.1769
929,300020,银江股份,2.74,9.02,24.9767,84.393,0.1286,935.0627,1.4258
930,002730,电光科技,2.74,7.48,35.6823,23.6695,0.0733,316.1784,0.9798
