,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
104,601318,中国平安,10.19,9.36,14.1248,43427.0,2.3756,463765.0,25.3697
105,002709,天赐材料,10.14,18.9,36.1338,176.7817,0.5438,935.1433,2.8769
106,600867,通化东宝,10.09,34.73,75.1019,410.3907,0.2405,1181.5701,0.6924
107,002007,华兰生物,10.07,42.56,64.4012,431.1205,0.4635,1012.841,1.0889
108,300457,赢合科技,9.98,15.51,34.3378,114.3276,0.9222,736.8527,5.9441
109,603603,博天环境,9.94,12.61,26.7783,121.8099,0.3045,965.9299,2.4147
110,603686,龙马环卫,9.91,8.69,26.9538,127.3043,0.4674,1464.2977,5.3765
111,300231,银信科技,9.89,15.37,35.0315,62.4118,0.1822,405.8921,1.185
112,002615,哈尔斯,9.85,10.6,34.8698,76.1842,0.1856,718.3939,1.7504
113,000055,方大集团,9.85,16.28,35.4583,228.0033,0.1926,1399.7109,1.1825
114,002108,沧州明珠,9.83,17.42,29.49,284.9337,0.2612,1634.9274,1.4989
115,601127,小康股份,9.82,3.87,21.3101,390.4447,0.4374,10070.903,11.2839
116,000933,神火股份,9.77,6.61,25.6577,611.7249,0.3218,9240.8557,4.8623
117,603306,华懋科技,9.75,28.05,42.706,124.5404,0.5822,443.8569,2.075
118,300418,昆仑万维,9.72,22.11,77.9956,384.2886,0.3315,1737.3543,1.4988
119,002287,奇正藏药,9.71,37.01,87.5111,169.6491,0.4178,458.2885,1.1287
120,600971,恒源煤电,9.69,19.23,35.5402,631.3686,0.6313,3282.2641,3.2822
121,002068,黑猫股份,9.67,7.01,20.0125,215.3283,0.3547,3069.4799,5.0562
122,000559,万向钱潮,9.66,8.01,20.924,443.9233,0.1612,5535.3398,2.0105
123,300603,立昂技术,9.52,8.28,18.9113,36.5015,0.3561,440.6233,4.2987
124,002242,九阳股份,9.49,11.05,32.2327,361.2324,0.4706,3268.814,4.2589
125,002222,福晶科技,9.45,29.9,58.8017,66.1973,0.1548,221.3849,0.5178
126,603798,康普顿,9.43,15.5,34.42,75.4758,0.3773,486.817,2.434
127,603225,新凤鸣,9.42,4.88,9.9807,526.3316,0.8743,10778.0644,17.9037
128,600346,恒力股份,9.37,5.16,13.2321,562.2937,0.1989,10891.6899,3.8545
129,000049,德赛电池,9.37,2.45,8.9412,114.4864,0.5578,4668.3497,22.7453
130,600036,招商银行,9.36,34.84,44.0026,39259.0,1.5566,112666.0,4.4673
131,002677,浙江美大,9.32,26.58,53.8676,99.1634,0.1535,372.9769,0.5774
132,600535,天士力,9.31,10.4,32.9174,756.2274,0.6999,7264.4692,6.7233
133,600563,法拉电子,9.29,23.59,41.1811,189.5526,0.8424,803.3076,3.5702
134,600829,人民同泰,9.29,3.47,11.2397,139.0979,0.2398,4002.8044,6.9027
135,002043,兔宝宝,9.23,8.65,16.9741,157.9533,0.1834,1825.0236,2.1195
136,002793,东音股份,9.23,15.0,31.1176,64.9688,0.3248,433.12,2.1656
137,002262,恩华药业,9.22,12.46,50.0485,209.1715,0.2072,1678.0579,1.6628
138,300401,花园生物,9.17,32.27,51.4151,75.1889,0.4144,232.9793,1.2843
139,603203,快克股份,9.13,35.93,58.4996,59.1556,0.4946,164.6085,1.3763
140,603179,新泉股份,9.12,6.89,23.745,108.9245,0.6833,1580.5772,9.9157
141,603989,艾华集团,9.12,18.98,35.5073,154.7873,0.5159,815.2605,2.7175
142,603933,睿能科技,9.09,8.55,20.5148,83.7036,1.087,978.4342,12.7069
143,002742,三圣股份,9.09,16.08,24.6566,127.2203,0.5889,790.9623,3.6618
144,002271,东方雨虹,9.08,11.45,40.4146,493.7189,0.5593,4310.5908,4.8834
145,300683,海特生物,9.07,17.89,95.3485,69.5386,0.897,388.6312,5.0135
146,600567,山鹰纸业,9.07,11.07,21.9642,826.2305,0.1815,7461.4806,1.6394
147,002311,海大集团,9.04,3.56,11.0028,518.7116,0.3291,14532.3378,9.2212
148,601668,中国建筑,9.03,3.43,10.4135,18037.729,0.6012,525254.692,17.5084
149,300689,澄天伟业,9.01,19.42,35.3769,26.609,0.5217,137.0077,2.6864
150,600966,博汇纸业,8.98,9.99,25.2857,405.3685,0.3032,4057.7199,3.0352
151,002142,宁波银行,8.94,38.69,45.0413,4765.49,1.2219,12315.997,3.1581
152,600176,中国巨石,8.87,24.67,46.2745,1006.3172,0.3447,4077.4684,1.397
153,603638,艾迪精密,8.85,22.2,42.895,68.1003,0.3869,306.6896,1.7425
154,603898,好莱客,8.85,15.08,38.2879,108.3611,0.3613,718.2146,2.3948
155,000828,东莞控股,8.81,66.6,66.368,461.4913,0.4439,692.8667,0.6665
156,300549,优德精密,8.78,16.94,34.5843,40.7849,0.3058,240.7382,1.8054
157,600572,康恩贝,8.76,16.43,69.6363,384.5649,0.1531,2340.3237,0.9321
158,002768,国恩股份,8.72,9.54,20.7895,77.0115,0.3208,807.1157,3.3629
159,002402,和而泰,8.72,11.05,22.9164,101.9599,0.1227,922.6643,1.111
160,000989,九芝堂,8.72,20.37,66.4319,362.1341,0.4165,1777.6676,2.0448
161,603198,迎驾贡酒,8.71,21.06,61.0253,329.4733,0.4118,1563.9739,1.9549
162,603866,桃李面包,8.69,10.08,35.4596,183.143,0.4068,1815.7597,4.0338
163,603929,亚翔集成,8.68,8.32,13.9169,81.2276,0.3807,975.1216,4.5703
164,002890,弘宇股份,8.68,14.53,30.033,27.7812,0.5556,191.1507,3.823
165,300160,秀强股份,8.64,15.75,34.4097,113.8288,0.1904,722.5612,1.2087
166,603079,圣达生物,8.64,16.6,33.5311,41.6415,0.694,250.7238,4.1787
167,002624,完美世界,8.57,18.71,56.0117,671.3529,0.5106,3588.0456,2.7292
168,603707,健友股份,8.57,25.47,43.6627,123.2715,0.3424,483.8201,1.3439
169,000968,蓝焰控股,8.54,31.05,37.7702,249.6908,0.258,804.127,0.8311
170,600663,陆家嘴,8.54,20.51,48.7021,1153.6827,0.3431,5623.3927,1.6727
171,600179,安通控股,8.53,8.89,19.3185,228.436,0.215,2566.7163,2.4165
172,603298,杭叉集团,8.52,8.02,20.2247,281.261,0.4544,3506.1981,5.6656
173,002335,科华恒盛,8.52,31.72,33.4303,277.1994,1.0222,873.7023,3.2219
174,300244,迪安诊断,8.5,7.8,33.6381,181.0773,0.3286,2319.0778,4.2086
175,603360,百傲化学,8.5,28.58,49.947,54.6071,0.4095,191.0153,1.4325
176,603617,君禾股份,8.45,11.64,27.0173,38.1709,0.5089,327.7908,4.3705
177,603040,新坐标,8.43,37.11,64.0066,43.8162,0.7302,118.0587,1.9676
178,600779,水井坊,8.42,13.62,78.0236,114.4996,0.2343,840.5003,1.7204
179,002470,金正大,8.38,6.36,17.0759,794.432,0.2521,12474.5913,3.9601
180,300508,维宏股份,8.36,39.77,69.7248,39.302,0.6916,98.8188,1.7391
181,600585,海螺水泥,8.35,21.05,32.366,6716.7235,1.2674,31907.9163,6.0211
182,600703,三安光电,8.33,37.25,48.2605,1514.8179,0.3714,4066.6157,0.9971
183,300266,兴源环境,8.32,16.52,23.3019,259.7722,0.2553,1571.8666,1.5454
184,600270,外运发展,8.3,24.25,7.9863,634.2427,0.7004,2614.9532,2.8879
185,603111,康尼机电,8.28,11.49,36.7452,115.0284,0.1557,1000.3476,1.3547
186,002562,兄弟科技,8.26,23.63,48.3641,154.4685,0.2853,653.6771,1.2073
187,603919,金徽酒,8.26,19.7,63.1456,141.8084,0.3895,719.745,1.9773
188,300009,安科生物,8.23,25.88,76.4117,115.7385,0.1625,447.2089,0.6282
189,002573,清新环境,8.21,20.37,34.9721,315.7056,0.2941,1549.4452,1.4437
190,002493,荣盛石化,8.2,3.13,6.0892,1103.0823,0.289,35200.9861,9.2245
191,002477,雏鹰农牧,8.19,18.24,22.5231,460.333,0.1468,2522.8202,0.8046
192,300463,迈克生物,8.19,22.86,52.5656,192.8068,0.3455,843.1973,1.5111
193,600684,珠江实业,8.19,9.2,35.4816,229.7956,0.3231,2496.1862,3.5097
194,603007,花王股份,8.19,15.91,25.3882,72.8521,0.2185,457.813,1.3732
195,002326,永太科技,8.15,17.88,27.2143,220.7777,0.2695,1234.3145,1.507
196,300039,上海凯宝,8.12,20.84,81.4693,194.5131,0.1815,933.2624,0.8709
197,603766,隆鑫通用,8.12,10.57,20.9459,501.1495,0.2371,4741.0225,2.2438
198,603429,集友股份,8.11,36.82,54.3609,38.1941,0.5616,103.7224,1.5253
199,300258,精锻科技,8.11,23.85,43.3409,124.9672,0.3085,523.7858,1.2932
200,300376,易事特,8.05,9.19,17.2234,317.4533,0.1377,3451.727,1.4982
201,300394,天孚通信,8.03,35.57,60.0833,60.9753,0.328,171.3804,0.9221
202,600260,凯乐科技,8.03,4.6,11.3323,346.2998,0.4885,7523.3636,10.6134
203,600758,红阳能源,8.01,11.24,25.6897,450.339,0.3382,4004.2791,3.0075
204,603976,正川股份,8.0,16.31,31.9848,42.4497,0.524,260.1626,3.2118
205,000999,华润三九,7.98,14.83,62.6452,741.2545,0.7572,4997.9529,5.1056
206,300688,创业黑马,7.97,21.04,60.7202,15.2681,0.2993,72.5591,1.4227
207,600660,福耀玻璃,7.94,15.9,42.981,1386.1868,0.5525,8713.9626,3.4736
208,300271,华宇软件,7.93,18.45,45.3397,156.4195,0.2339,847.8002,1.2681
209,300601,康泰生物,7.9,15.03,88.7285,70.5468,0.1716,469.3102,1.1418
210,002223,鱼跃医疗,7.89,21.38,41.8046,398.1273,0.3971,1861.3218,1.8567
211,300396,迪瑞医疗,7.88,22.99,63.5998,91.1352,0.5942,396.3092,2.5843
212,300519,新光药业,7.88,34.08,61.5954,51.3867,0.6423,150.7786,1.8847
213,000609,绵石投资,7.81,58.0,32.438,123.7674,0.4136,213.3788,0.7131
214,300296,利亚德,7.8,14.76,40.3909,370.9072,0.2277,2512.7307,1.5425
215,002534,杭锅股份,7.8,12.07,24.7013,216.1718,0.2923,1789.7366,2.4204
216,601158,重庆水务,7.79,50.95,46.0336,1024.2716,0.2133,2009.9699,0.4187
217,300286,安科瑞,7.78,25.38,55.4756,48.21,0.3335,189.9167,1.3141
218,002166,莱茵生物,7.78,18.86,32.1709,71.3653,0.1632,378.3529,0.8652
219,600681,百川能源,7.78,21.47,40.7673,182.0607,0.1888,847.6907,0.8792
220,000553,沙隆达A,7.77,11.54,24.8699,169.1914,0.2848,1465.7032,2.4678
221,600750,江中药业,7.77,23.97,69.5605,210.444,0.7014,877.6655,2.9255
222,300633,开立医疗,7.77,17.37,68.7666,73.6456,0.1841,423.7589,1.0593
223,600074,保千里,7.73,16.19,40.855,368.2918,0.151,2274.5549,0.933
224,300144,宋城演艺,7.69,37.59,63.6382,523.607,0.3604,1392.6254,0.9587
225,000488,晨鸣纸业,7.67,12.69,30.6881,1745.5148,0.7891,13749.235,7.1003
226,601020,华钰矿业,7.67,43.56,70.7977,124.2226,0.2363,285.1197,0.5423
227,002572,索菲亚,7.62,11.83,36.2532,294.2623,0.3186,2487.4221,2.6936
228,002773,康弘药业,7.59,17.02,90.173,233.0677,0.3453,1369.2522,2.0286
229,601388,怡球资源,7.58,7.04,10.8225,179.0444,0.0883,2540.1183,1.2541
230,002878,元隆雅图,7.57,10.39,26.3987,36.5944,0.4855,351.9942,4.6708
231,600987,航民股份,7.55,15.05,29.9056,243.2705,0.3829,1616.3266,2.5441
232,002450,康得新,7.53,20.74,37.8535,1254.9416,0.355,6050.7556,1.712
233,002003,伟星股份,7.51,13.88,42.1298,163.1451,0.2797,1175.0082,2.0151
234,000548,湖南投资,7.5,14.72,32.9043,125.2821,0.2509,850.5452,1.7037
235,300016,北陆药业,7.5,25.48,64.0983,71.9604,0.2207,282.3955,0.8662
236,300668,杰恩设计,7.47,22.85,51.5789,26.0157,0.617,113.849,2.7004
237,002680,长生生物,7.46,41.95,85.1662,264.2589,0.2713,629.7964,0.6468
238,601155,新城控股,7.44,10.05,36.227,1139.2294,0.5044,11327.9372,5.0157
239,000059,华锦股份,7.43,5.3,22.5059,829.1731,0.5184,15616.5384,9.7637
240,002827,高争民爆,7.4,25.94,53.0016,55.9029,0.3038,215.4446,1.1708
241,002489,浙江永强,7.4,9.42,28.9146,250.2391,0.115,2656.3015,1.2208
242,300342,天银机电,7.38,24.37,39.1182,92.1173,0.2156,377.859,0.8847
243,002860,星帅尔,7.37,26.61,41.5645,43.4743,0.5721,163.3168,2.1495
244,603416,信捷电气,7.34,28.79,43.9853,63.9638,0.455,222.1075,1.5801
245,000513,丽珠集团,7.34,11.79,64.8351,504.0025,1.1843,4274.7584,10.0449
246,002001,新和成,7.33,22.46,42.9617,585.9446,0.538,2608.0224,2.395
247,002518,科士达,7.32,13.83,34.1419,148.7294,0.2569,1074.9533,1.8568
248,603602,纵横通信,7.32,9.97,23.1074,25.087,0.4181,251.4944,4.1915
249,600076,康欣新材,7.31,31.52,44.9759,230.9269,0.2232,732.5204,0.7082
250,603311,金海环境,7.31,17.65,35.1083,50.5377,0.2406,286.262,1.3631
251,600368,五洲交通,7.29,29.1,64.4047,230.3632,0.2762,791.5487,0.9493
252,600062,华润双鹤,7.29,16.93,55.986,520.8081,0.7188,3075.8914,4.2457
253,002847,盐津铺子,7.28,11.35,47.8469,41.6202,0.3356,366.6574,2.9569
254,603818,曲美家居,7.28,11.98,38.2982,105.7061,0.2183,882.3469,1.8225
255,600511,国药股份,7.28,3.14,6.9748,553.8889,0.7222,17604.0794,22.9538
256,300204,舒泰神,7.27,20.11,95.0265,142.5628,0.2981,708.6422,1.482
257,300365,恒华科技,7.26,16.2,39.4586,47.5965,0.2705,293.7818,1.6701
258,600231,凌钢股份,7.25,4.84,11.1321,405.0968,0.1608,8362.7455,3.3196
259,002653,海思科,7.25,16.52,80.4682,138.4534,0.1281,838.0087,0.7757
260,300207,欣旺达,7.23,3.32,11.9231,182.123,0.1409,5469.5644,4.2336
261,002456,欧菲光,7.23,4.1,12.0919,620.0595,0.2283,15120.8266,5.5679
262,002479,富春环保,7.22,11.63,21.211,198.5215,0.2492,1706.7477,2.1432
263,603701,德宏股份,7.19,16.77,33.8373,40.5109,0.4133,241.5296,2.4645
264,000952,广济药业,7.19,14.1,49.0173,50.7178,0.2014,359.5126,1.4283
265,002726,龙大肉食,7.18,4.58,9.2669,133.1966,0.2994,2904.5979,6.5307
266,002092,中泰化学,7.17,7.4,21.2372,1244.3602,0.5797,16800.1891,7.8269
267,000034,神州数码,7.16,0.78,5.2796,203.8209,0.3116,26099.9403,39.9038
268,601021,春秋航空,7.14,10.93,9.1781,553.9708,0.6919,5065.2386,6.3269
269,002146,荣盛发展,7.13,12.55,29.6385,1684.5936,0.3874,13415.8595,3.0854
270,002664,信质电机,7.13,11.67,23.1629,128.5719,0.3214,1101.6956,2.7541
271,002868,绿康生化,7.12,25.1,42.967,46.7564,0.3896,186.2646,1.5522
272,002706,良信电器,7.11,15.52,38.5453,111.1268,0.2147,715.564,1.3825
273,300294,博雅生物,7.09,29.18,67.7006,157.7348,0.3932,540.4354,1.3474
274,600873,梅花生物,7.08,11.06,26.808,620.4431,0.1996,5605.7942,1.8035
275,600486,扬农化工,7.08,12.64,25.6351,253.1362,0.8168,2001.7037,6.4592
276,002831,裕同科技,7.07,11.69,31.1871,311.3217,0.7782,2661.3643,6.6532
277,002061,江山化工,7.07,8.77,19.8293,194.9465,0.2946,2220.9587,3.3564
278,000661,长春高新,7.01,17.75,87.253,284.0405,1.6697,1600.0676,9.4059
279,002317,众生药业,7.0,25.77,61.5398,247.5399,0.3039,960.5322,1.1793
280,002640,跨境通,7.0,5.65,47.8776,314.8979,0.2199,5571.8143,3.8922
281,002801,微光股份,7.0,19.36,30.096,55.0169,0.4648,284.1275,2.4008
282,002652,扬子新材,6.99,4.11,18.1076,49.7846,0.0972,1209.5293,2.362
283,603377,东方时尚,6.97,19.43,53.8948,112.8533,0.2686,580.8127,1.3828
284,002100,天康生物,6.97,8.36,21.3826,189.7524,0.1969,2269.4733,2.3557
285,000639,西王食品,6.96,4.88,37.4031,140.648,0.3094,2880.9348,6.3382
286,300487,蓝晓科技,6.94,26.03,41.3573,53.6223,0.2649,205.9505,1.0175
287,002221,东华能源,6.93,3.38,7.4451,486.5548,0.3003,14361.2559,8.8651
288,002245,澳洋顺昌,6.92,9.95,23.2285,148.1542,0.15,1488.6455,1.5078
289,300400,劲拓股份,6.89,15.15,42.8454,30.6841,0.1278,202.4741,0.8436
290,300558,贝达药业,6.88,27.51,95.577,137.0805,0.3418,498.1393,1.2422
291,601678,滨化股份,6.88,11.77,26.218,361.5981,0.3043,3071.6277,2.5855
292,600335,国机汽车,6.86,1.96,4.9509,503.3062,0.4887,25582.1328,24.8433
293,000525,红太阳,6.85,14.35,30.2047,350.7372,0.6039,2442.9572,4.2063
294,002626,金达威,6.85,16.47,40.302,149.1344,0.2419,905.1878,1.4683
295,600113,浙江东日,6.84,28.08,48.8028,41.6752,0.1308,148.3812,0.4657
296,002462,嘉事堂,6.84,2.18,10.0902,142.8149,0.57,6535.8267,26.0883
297,002258,利尔化学,6.83,12.25,26.768,149.3567,0.2848,1218.885,2.3244
298,002455,百川股份,6.82,5.59,13.0815,58.6652,0.1237,1048.5313,2.2115
299,002823,凯中精密,6.81,11.36,29.3674,74.7727,0.2575,658.1656,2.2669
300,002821,凯莱英,6.8,22.63,51.8779,124.8027,0.5423,551.4727,2.3965
301,002244,滨江集团,6.79,18.52,42.5522,920.416,0.2958,4967.682,1.5965
302,002148,北纬科技,6.79,26.65,45.5918,77.6546,0.1368,291.287,0.5134
303,600171,上海贝岭,6.79,54.6,27.7604,133.6605,0.1983,244.7843,0.3632
304,601101,昊华能源,6.77,15.06,40.0164,480.3621,0.4003,3189.4077,2.6578
305,002732,燕塘乳业,6.77,10.49,34.7285,60.2096,0.3826,573.8145,3.6467
306,002025,航天电器,6.75,11.7,37.8656,148.9322,0.3471,1272.4833,2.9661
307,603881,数据港,6.73,23.72,42.1198,56.3691,0.2676,237.6327,1.1284
308,600549,厦门钨业,6.73,7.33,25.4192,453.0447,0.4188,6180.5636,5.7144
309,603131,上海沪工,6.71,12.36,29.2762,42.2816,0.2114,341.8236,1.7091
310,300575,中旗股份,6.69,9.84,21.8783,63.8155,0.87,648.4378,8.8403
311,002802,洪汇新材,6.67,21.54,30.1684,38.004,0.3518,176.3711,1.633
312,603089,正裕工业,6.66,10.9,27.5712,45.5743,0.4272,417.8629,3.9173
313,002191,劲嘉股份,6.65,21.31,44.7288,303.0801,0.232,1421.9023,1.0887
314,600516,方大炭素,6.62,22.71,46.6082,411.8541,0.2395,1813.4324,1.0548
315,603319,湘油泵,6.61,10.96,31.6516,41.5324,0.5132,378.7631,4.6807
316,002553,南方轴承,6.61,22.96,41.4988,44.1262,0.1267,192.1605,0.5521
317,002117,东港股份,6.6,13.85,39.9016,99.8527,0.2744,720.7301,1.9812
318,600499,科达洁能,6.6,11.1,24.14,278.0659,0.197,2503.2928,1.7735
319,002419,天虹股份,6.59,4.17,25.3018,374.8437,0.4684,8983.0003,11.2259
320,603520,司太立,6.57,13.72,37.9167,54.4935,0.4541,397.1108,3.3092
321,300498,温氏股份,6.57,7.2,13.2928,1810.2105,0.3467,25123.5153,4.8126
322,002757,南兴装备,6.56,15.1,29.4886,53.5646,0.4898,354.5201,3.2423
323,600521,华海药业,6.56,12.56,54.0288,295.4307,0.2833,2350.4361,2.2544
324,603608,天创时尚,6.56,12.36,59.2081,100.6549,0.2567,813.8487,2.0761
325,600217,中再资环,6.55,11.86,55.2779,103.8447,0.0735,875.0508,0.62
326,002464,金利科技,6.53,51.27,83.2854,82.4405,0.3539,160.7786,0.6902
327,600438,通威股份,6.51,7.13,18.8084,791.6224,0.2039,11101.5823,2.8594
328,603010,万盛股份,6.5,9.61,21.7601,69.081,0.2715,718.1521,2.823
329,002496,辉丰股份,6.49,3.86,7.7198,234.0405,0.1552,6048.8531,4.0125
330,603345,安井食品,6.49,6.31,26.5615,103.5984,0.4795,1641.4578,7.5979
331,002837,英维克,6.48,13.19,33.2489,39.9415,0.1976,302.7771,1.4982
332,603208,江山欧派,6.48,14.07,32.2369,59.431,0.7353,422.2168,5.2244
333,600329,中新药业,6.46,9.28,36.7935,277.503,0.3609,2987.4392,3.8854
334,002233,塔牌集团,6.46,15.75,27.7992,310.6283,0.3472,1971.6771,2.2038
335,300395,菲利华,6.45,22.34,49.0185,53.0968,0.1798,237.6318,0.805
336,002195,二三四五,6.43,42.49,91.0967,453.0279,0.1378,1066.0773,0.3244
337,300373,扬杰科技,6.42,19.7,34.5783,135.3408,0.2864,686.8601,1.4537
338,002182,云海金属,6.42,4.08,13.2823,95.7028,0.148,2344.6293,3.627
339,300122,智飞生物,6.41,38.59,92.2613,171.7901,0.1073,445.162,0.2782
340,600332,白云山,6.41,10.41,37.4248,1158.1401,0.7123,11115.3385,6.8368
341,300100,双林股份,6.4,8.58,24.6371,172.5755,0.4336,2009.6302,5.0499
342,300285,国瓷材料,6.39,20.8,41.876,113.3036,0.1893,544.6149,0.9102
343,300507,苏奥传感,6.37,17.4,27.8224,52.1986,0.4349,299.8887,2.4989
344,600426,华鲁恒升,6.35,11.57,19.1203,545.51,0.3366,4714.4763,2.9093
345,600327,大东方,6.35,4.37,14.5713,185.6408,0.3273,4241.5196,7.4784
346,600352,浙江龙盛,6.34,13.48,37.1031,1013.16,0.3114,7514.9321,2.3099
347,603006,联明股份,6.34,11.79,21.4291,54.5049,0.2826,462.2677,2.3972
348,000786,北新建材,6.34,14.95,31.1126,682.3243,0.3814,4561.5924,2.5503
349,002859,洁美科技,6.33,18.41,40.2087,80.489,0.7869,437.033,4.2729
350,300623,捷捷微电,6.32,35.13,56.1535,72.6745,0.7764,206.8606,2.21
351,603660,苏州科达,6.31,11.01,68.6607,75.284,0.3011,683.3065,2.7332
352,300612,宣亚国际,6.31,12.96,47.0434,27.22,0.252,209.9385,1.9438
353,600323,瀚蓝环境,6.3,16.01,31.1192,314.2886,0.4101,1962.0362,2.5605
354,603180,金牌厨柜,6.29,8.28,36.7552,46.2512,0.6903,558.4954,8.3357
355,603535,嘉诚国际,6.29,10.82,23.4679,49.3101,0.4371,455.7175,4.04
356,600086,东方金钰,6.28,4.9,13.838,199.5445,0.1478,4069.0027,3.014
357,603599,广信股份,6.24,11.98,27.2779,158.8553,0.4219,1325.4191,3.5205
358,002206,海利得,6.24,11.27,23.2165,168.986,0.1387,1499.3634,1.2309
359,603138,海量数据,6.24,8.81,20.9366,21.6382,0.2029,245.5746,2.3037
360,002832,比音勒芬,6.23,16.96,63.0707,83.9589,0.787,494.9496,4.64
361,603556,海兴电力,6.21,20.23,48.0843,271.5424,0.7135,1341.8199,3.5262
362,002440,闰土股份,6.21,13.7,30.0967,401.8181,0.5238,2931.1583,3.8215
363,001979,招商蛇口,6.2,17.87,25.7661,3466.4375,0.4385,19395.6613,2.4538
364,600015,华夏银行,6.19,29.49,39.4356,9836.0,0.7015,33348.0,2.6007
365,600970,中材国际,6.17,5.03,15.7996,445.4581,0.2539,8841.3935,5.0399
366,002672,东江环保,6.17,15.68,36.4731,220.1471,0.2481,1403.5038,1.582
367,300590,移为通信,6.16,31.11,59.245,44.211,0.2763,142.1082,0.8881
368,603018,中设集团,6.16,11.9,35.8915,120.6461,0.5703,1013.0007,4.7892
369,002357,富临运业,6.13,11.3,29.3085,63.6945,0.2031,563.5691,1.7977
370,000830,鲁西化工,6.12,7.56,19.1256,551.2024,0.3762,7287.5512,4.9749
371,600020,中原高速,6.11,23.84,49.1374,776.3882,0.2252,3255.8511,1.4487
372,600498,烽火通信,6.09,4.62,23.3621,449.705,0.4298,9721.382,9.2914
373,300584,海辰药业,6.09,17.04,75.4183,29.3706,0.3671,172.3482,2.1543
374,600271,航天信息,6.09,4.29,16.3328,581.1774,0.3119,13537.3085,7.2669
375,002138,顺络电子,6.08,21.35,38.3297,173.8235,0.23,813.957,1.0774
376,300502,新易盛,6.07,14.54,25.4539,62.6586,0.2691,430.7126,1.8501
377,300606,金太阳,6.06,21.23,36.9245,25.941,0.2908,122.14,1.3692
378,002105,信隆健康,6.03,3.4,16.3721,31.0143,0.0841,910.2707,2.4702
379,603380,易德龙,6.03,9.52,24.7111,38.4808,0.2405,403.8866,2.5242
380,600420,现代制药,6.03,7.8,38.5139,357.2651,0.3217,4579.6609,4.1241
381,600674,川投能源,6.01,349.37,45.7678,1229.6975,0.2793,351.9695,0.0799
382,603668,天马科技,6.01,10.51,24.3078,46.476,0.1565,441.9625,1.489
383,601799,星宇股份,6.0,11.33,21.9829,226.8667,0.8215,2001.4555,7.2475
384,002550,千红制药,6.0,27.85,51.4711,143.9982,0.1124,516.9678,0.4038
385,300493,润欣科技,5.99,3.47,10.8416,28.8353,0.0961,829.4787,2.7649
386,300657,弘信电子,5.98,4.7,14.5932,38.8926,0.3739,826.9115,7.951
387,002883,中设股份,5.95,20.18,48.1565,20.9686,0.3931,103.8663,1.9474
388,300641,正丹股份,5.95,13.06,20.8115,76.1271,0.2643,582.7523,2.0234
389,603199,九华旅游,5.95,24.34,51.6764,59.5415,0.5379,244.5575,2.2095
390,002838,道恩股份,5.95,10.44,20.8752,46.9604,0.3727,449.6213,3.5684
391,300170,汉得信息,5.94,13.52,36.4281,129.1464,0.1505,954.5501,1.1126
392,002790,瑞尔特,5.94,18.94,34.2296,81.773,0.511,431.5752,2.6973
393,000001,平安银行,5.93,23.21,30.4551,12554.0,0.6802,54073.0,3.1491
394,600422,昆药集团,5.92,7.89,42.5468,215.5179,0.2732,2729.7744,3.4611
395,600577,精达股份,5.89,3.24,11.3586,172.8625,0.0884,5333.063,2.7274
396,002293,罗莱生活,5.87,8.15,44.9781,161.6342,0.2292,1981.4359,2.8109
397,600908,无锡银行,5.87,37.66,46.9543,521.82,0.2823,1385.532,0.7497
398,601199,江南水务,5.87,25.95,48.3417,152.9096,0.1635,589.0543,0.6298
399,002728,特一药业,5.85,16.73,46.7465,54.2523,0.2712,324.2667,1.6213
400,300610,晨化股份,5.85,11.19,23.1992,37.4977,0.2499,334.8862,2.2325
401,603519,立霸股份,5.85,6.95,15.4552,39.7548,0.2484,571.3066,3.5706
402,603368,柳州医药,5.84,4.31,9.4718,191.808,1.0365,4442.7368,24.0079
