,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
3188,2370,亚太药业,化学制药,浙江,40.6,4.08,5.36,258753.22,135580.06,22767.52,130695.61,2.44,0.281,4.3,3.53,20100316,41876.25,0.78,39.03,76.01,41.82,18.26,8438.0
3220,2016,世荣兆业,区域地产,广东,16.36,6.46,8.09,748427.63,676798.44,17687.25,5156.31,0.06,0.488,2.32,4.59,20040708,87754.21,1.08,37.32,324.75,51.77,25.29,25538.0
3228,2699,美盛文化,服饰,浙江,41.55,7.31,9.1,489412.31,294003.5,28708.96,200366.06,2.2,0.332,3.97,4.63,20120911,65311.3,0.72,54.89,101.17,43.36,44.1,22663.0
3241,2087,新野纺织,纺织,河南,15.79,8.16,8.17,844845.81,470576.41,259827.55,104167.27,1.28,0.291,3.88,1.58,20061130,119001.72,1.46,30.75,69.09,18.82,6.21,36053.0
3254,723,美锦能源,焦炭加工,山西,25.86,10.81,41.06,1329110.75,492686.91,647114.69,176094.59,0.43,0.208,1.83,3.91,19970515,155339.31,0.38,115.07,134.59,24.08,9.1,27948.0
3258,2640,跨境通,服饰,山西,42.81,9.8,14.35,711165.44,555580.94,12684.17,221071.95,1.54,0.345,3.24,6.08,20111208,113134.77,0.79,58.17,81.54,48.39,5.67,20509.0
3294,39,中集集团,轻工机械,深圳,33.17,12.65,29.82,13555758.0,6347079.5,2144378.25,345642.41,1.16,0.42,9.59,2.02,19940408,1856273.75,6.22,54.26,790.49,18.38,2.43,73120.0
3301,2245,澳洋顺昌,仓储物流,江苏,30.87,9.09,9.87,631462.5,355594.22,120567.17,26053.42,0.26,0.26,2.28,4.7,20080605,92429.56,0.94,105.18,66.77,23.53,10.28,75838.0
3317,407,胜利股份,供气供热,山东,60.14,7.38,8.8,500519.0,178218.31,86763.65,101588.45,1.15,0.091,2.49,2.94,19960703,16857.9,0.19,41.99,312.57,15.64,3.22,45489.0
3325,2237,恒邦股份,黄金,山东,22.62,8.36,9.1,1395761.38,982426.19,340932.03,98178.61,1.08,0.332,4.54,2.21,20080520,199829.11,2.19,39.5,55.27,6.1,1.85,67412.0
3339,830,鲁西化工,农药化肥,山东,16.06,14.64,14.65,2634997.5,336950.72,1480997.88,218405.41,1.49,0.66,4.76,3.29,19980807,295829.88,2.02,43.64,497.16,22.78,9.69,82652.0
3343,2068,黑猫股份,化工原料,江西,18.8,6.07,7.27,681632.25,343183.78,273237.28,140566.52,1.93,0.439,4.15,2.65,20060915,80366.71,1.11,53.42,7728.78,18.86,6.76,39908.0
3391,2711,欧浦智网,仓储物流,广东,34.66,10.45,10.56,361043.53,261943.05,25590.28,142.41,0.0,0.265,1.63,7.52,20140127,56984.26,0.54,137.41,75.29,7.33,5.77,21602.0
3402,983,西山煤电,煤炭开采,山西,15.97,31.51,31.51,5771195.0,1792082.25,2168136.75,93211.74,0.3,0.436,5.77,1.61,20000726,1115745.25,3.54,62.28,576.64,34.65,6.53,160775.0
3404,2221,东华能源,石油贸易,江苏,18.05,15.04,16.5,2230848.75,1267007.13,844200.13,389394.34,2.36,0.5,4.44,2.68,20080306,181055.23,1.1,69.2,123.42,7.01,3.49,26312.0
3419,2596,海南瑞泽,其他建材,海南,79.71,6.78,9.84,433028.91,268482.38,58270.35,64013.75,0.65,0.11,2.28,4.98,20110707,57144.15,0.58,72.11,537.48,18.51,5.47,14327.0
3424,2118,紫鑫药业,中成药,吉林,49.93,10.25,12.81,830483.5,611724.13,116287.13,151690.27,1.18,0.124,3.05,2.71,20070302,101869.63,0.8,32.99,111.23,75.71,21.18,54271.0
