,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
2232,603726,朗迪集团,机械基件,浙江,25.01,0.24,0.95,125084.27,80226.93,36609.71,21133.47,2.23,0.922,8.36,3.68,20160421,46469.8,4.91,72.45,75.42,24.14,9.21,10202.0
1782,600114,东睦股份,机械基件,浙江,25.4,4.21,4.36,313169.03,138484.8,108045.67,151450.73,3.47,0.5,5.62,2.9,20040511,53448.7,1.22,25.04,92.71,34.85,16.18,16371.0
1332,2435,长江润发,机械基件,江苏,26.25,1.84,4.91,645084.81,313957.97,100278.53,413702.94,8.43,0.498,10.61,1.64,20100618,54814.11,1.12,27.38,114.15,39.48,12.37,9681.0
713,2039,黔源电力,水力发电,贵州,10.52,3.05,3.05,1755151.75,136592.02,1598501.0,114406.01,3.75,1.13,7.8,2.03,20050303,79929.81,2.62,22.03,78.56,56.21,16.82,18000.0
3079,885,同力水泥,水泥,河南,10.63,4.27,4.96,790873.75,61172.21,519215.25,5521.35,0.11,1.2,3.75,4.51,19990319,92444.4,1.86,20.93,115.91,42.64,15.58,57040.0
3137,600720,祁连山,水泥,甘肃,10.98,7.76,7.76,1036219.19,249589.67,626948.06,134124.81,1.73,0.747,6.92,1.58,19960716,266734.13,3.44,21.99,184.52,31.63,12.53,58244.0
3157,600585,海螺水泥,水泥,安徽,12.84,40.0,52.99,11652647.0,4026500.75,6060501.5,1057638.25,2.0,1.851,15.74,2.01,20020207,6454382.5,12.18,31.86,64.34,32.44,19.6,67490.0
2935,600449,宁夏建材,水泥,宁夏,14.79,4.78,4.78,744626.5,255352.38,428071.31,203367.38,4.25,0.6,9.42,1.26,20030829,179191.88,3.75,27.48,224.52,30.1,8.35,33650.0
80,672,上峰水泥,水泥,甘肃,15.22,8.14,8.14,624103.44,265314.13,227190.45,-97110.06,-1.19,0.56,2.32,4.89,19961218,180510.67,2.22,37.93,456.55,32.35,15.5,85657.0
2685,600801,华新水泥,水泥,湖北,16.61,9.73,14.98,2935200.5,789854.69,1591451.38,251120.3,1.68,0.701,7.26,2.14,19940103,629597.56,4.2,56.6,552.79,26.35,7.32,65841.0
3232,2233,塔牌集团,水泥,广东,21.93,8.04,11.92,996512.0,501181.59,221439.16,373550.94,3.13,0.56,6.68,1.85,20080516,267613.22,2.24,24.97,122.14,28.48,16.59,60000.0
1822,877,天山股份,水泥,新疆,27.27,8.8,10.49,1884866.0,421904.41,1301246.5,308310.03,2.94,0.36,7.12,1.53,19990107,182483.36,1.74,36.31,7151.33,25.59,6.24,144873.0
504,603167,渤海轮渡,水运,山东,11.89,4.81,4.81,408563.81,75527.61,327375.75,106257.17,2.21,0.744,6.72,1.76,20120906,145052.27,3.01,29.74,58.89,37.11,31.3,33739.0
572,601919,中远海控,水运,天津,19.69,76.36,102.16,13244256.0,4572841.5,4686723.5,2773618.0,2.71,0.268,2.06,3.41,20070626,-1649264.63,-1.61,34.84,129.81,8.62,4.05,324924.0
3167,951,中国重汽,汽车整车,山东,12.51,6.71,6.71,2788944.75,2575557.75,129271.82,43243.28,0.64,1.061,8.12,2.18,19991125,378922.97,5.65,98.53,214.44,10.4,2.52,22301.0
658,601238,广汽集团,汽车整车,广东,15.43,43.16,72.83,9184121.0,3809758.5,1085335.63,989218.81,1.36,1.38,7.95,3.18,20120329,3241203.75,4.45,49.44,59.79,23.16,17.44,21380.0
1399,2537,海联金汇,汽车整车,山东,33.23,11.69,12.51,1147604.25,769746.88,56860.63,470710.5,3.76,0.227,5.46,1.84,20110110,83449.65,0.67,58.16,188.01,29.48,10.98,17046.0
3180,338,潍柴动力,汽车配件,山东,11.15,43.19,79.97,19353594.0,10442021.0,2661810.75,6414.74,0.01,0.576,4.15,2.06,20070430,2631119.5,3.29,76.29,198.79,21.69,4.13,170627.0
1333,2434,万里扬,汽车配件,浙江,18.48,10.19,13.5,914720.81,426409.41,155652.2,310087.5,2.3,0.425,4.46,2.35,20100618,145268.56,1.08,72.59,161.29,25.46,15.23,28789.0
85,600480,凌云股份,汽车配件,河北,19.63,3.62,4.55,1210063.63,757838.88,223227.34,177875.5,3.91,0.638,8.28,2.02,20030815,142506.86,3.13,35.86,54.86,19.79,3.4,60180.0
2106,2536,西泵股份,汽车配件,河南,20.44,3.09,3.34,303653.69,148655.5,120637.8,109457.6,3.28,0.534,5.95,2.45,20110111,50992.01,1.53,30.63,126.93,27.9,9.35,26661.0
1754,2283,天润曲轴,汽车配件,山东,21.74,11.24,11.25,597797.69,270373.5,252858.3,133249.06,1.18,0.201,3.36,1.74,20090821,121116.77,1.08,84.26,82.1,25.8,10.35,57054.0
2624,603788,宁波高发,汽车配件,浙江,25.72,0.5,1.64,213714.8,185988.06,14829.51,122453.06,7.45,1.2,10.71,3.3,20150120,35026.8,2.13,43.03,51.37,33.89,19.69,10146.0
2111,603319,湘油泵,汽车配件,湖南,26.97,0.57,0.81,103968.28,56647.55,32718.15,20237.7,2.5,0.83,8.07,3.7,20161130,32774.5,4.05,49.61,87.57,31.64,11.62,9044.0
235,600699,均胜电子,汽车配件,浙江,27.64,6.89,9.49,3340320.5,1396202.38,601910.06,1011184.38,10.65,0.934,14.09,2.44,19931206,239769.02,2.53,65.46,119.78,17.15,4.57,46530.0
1308,601127,小康股份,汽车配件,重庆,28.39,1.8,9.09,2238655.5,1444912.88,285681.28,124380.07,1.37,0.55,4.48,4.55,20160615,191558.48,2.11,42.24,68.76,21.25,3.38,51406.0
173,603239,浙江仙通,汽车配件,浙江,33.55,0.91,2.71,109168.35,77141.96,23693.23,30109.5,1.11,0.449,3.49,5.76,20161230,32984.4,1.22,32.74,51.93,44.09,24.54,14722.0
255,603166,福达股份,汽车配件,广西,34.89,5.92,5.92,320768.19,137748.02,155020.25,103397.56,1.75,0.179,3.51,2.37,20141127,38601.71,0.65,35.58,80.13,24.71,10.91,31362.0
1139,798,中水渔业,渔业,北京,24.0,3.19,3.19,130640.63,74060.18,37755.3,47049.7,1.47,0.268,2.46,3.49,19980212,-3979.37,-0.12,39.37,450.54,11.41,14.41,22452.0
1180,600279,重庆港九,港口,重庆,27.64,6.93,6.93,880479.63,297902.22,367416.84,210796.75,3.04,0.161,4.81,1.24,20000731,46628.4,0.67,333.32,81.06,7.39,2.16,49380.0
3153,723,美锦能源,焦炭加工,山西,24.56,10.81,41.06,1329110.75,492686.91,647114.69,176094.59,0.43,0.208,1.83,3.72,19970515,155339.31,0.38,115.07,134.59,24.08,9.1,27948.0
1952,601225,陕西煤业,煤炭开采,陕西,8.03,100.0,100.0,10287576.0,2963591.25,2892447.75,738916.13,0.74,0.807,4.24,2.04,20140128,2135405.75,2.14,94.06,686.13,54.23,20.48,65631.0
2653,600971,恒源煤电,煤炭开采,安徽,8.53,10.0,10.0,1410025.75,639987.63,395475.34,210435.59,2.1,0.952,6.9,1.57,20040817,260015.97,2.6,73.26,713.65,35.28,18.6,47531.0
3372,601088,中国神华,煤炭开采,北京,9.75,164.91,198.9,56003400.0,12097900.0,30580700.0,7472900.0,3.76,1.792,14.69,1.59,20071009,17336300.0,8.72,46.26,105.98,41.69,19.53,204189.0
2867,600508,上海能源,煤炭开采,上海,10.86,7.23,7.23,1423085.38,298966.91,535548.63,91517.17,1.27,0.86,12.53,0.99,20010829,682193.0,9.44,33.73,108.54,38.38,12.99,48944.0
2777,600123,兰花科创,煤炭开采,山西,10.99,11.42,11.42,2734333.5,781472.94,712579.19,27067.93,0.24,0.65,8.26,1.15,19981217,600317.63,5.25,108.78,416.64,36.11,12.51,68981.0
1847,2128,露天煤业,煤炭开采,内蒙,11.67,16.34,16.34,1419173.38,521702.16,673068.31,125121.07,0.77,0.734,6.31,1.81,20070418,649448.38,3.97,45.93,141.36,42.02,22.18,54585.0
452,601666,平煤股份,煤炭开采,河南,11.73,23.61,23.61,4231889.0,1570520.63,2250635.0,316825.28,1.34,0.435,5.21,1.31,20061123,462178.25,1.96,70.27,171.66,19.57,6.23,99415.0
2688,600348,阳泉煤业,煤炭开采,山西,11.78,24.05,24.05,4051165.25,1260601.0,1392117.25,0.0,0.0,0.483,6.26,1.21,20030821,881283.63,3.66,81.31,813.99,18.33,5.19,101700.0
2673,601101,昊华能源,煤炭开采,北京,11.96,12.0,12.0,2033147.75,342893.38,558562.19,323487.13,2.7,0.524,6.06,1.38,20100331,190061.38,1.58,50.08,643.64,41.17,13.97,56782.0
2723,601001,大同煤业,煤炭开采,山西,12.05,16.74,16.74,2701883.0,1113434.38,514187.75,112711.22,0.67,0.392,3.4,1.85,20060623,101300.18,0.61,51.57,154.31,59.35,9.33,99278.0
511,600188,兖州煤业,煤炭开采,山东,12.55,29.6,49.12,18878752.0,6212727.0,3937975.25,176830.41,0.36,0.974,8.87,1.84,19980701,3552271.25,7.23,84.04,369.88,13.36,4.01,56494.0
2937,600395,盘江股份,煤炭开采,贵州,13.57,16.55,16.55,1214605.5,422778.41,276751.53,242938.8,1.47,0.389,4.03,1.75,20010531,135417.3,0.82,75.74,739.33,33.68,14.81,55137.0
2730,601699,潞安环能,煤炭开采,山西,14.4,29.91,29.91,6240763.5,2747333.5,1831178.0,143935.84,0.48,0.636,6.88,1.77,20060922,1087720.5,3.64,112.08,2005.89,35.44,11.21,93087.0
2690,600758,红阳能源,煤炭开采,辽宁,15.82,6.76,13.31,1671094.13,732664.88,687946.19,340929.41,2.56,0.357,4.24,1.78,19961029,63661.51,0.48,34.94,255.08,24.21,8.48,83148.0
2836,552,靖远煤电,煤炭开采,甘肃,16.54,15.57,22.87,980738.19,491577.91,291221.41,183186.48,0.8,0.162,2.97,1.21,19940106,199000.81,0.87,39.28,209.58,29.81,12.44,49215.0
2920,780,*ST平能,煤炭开采,内蒙,16.57,10.14,10.14,585591.81,414574.75,75379.03,144955.09,1.43,0.229,4.31,1.17,19970606,110830.02,1.09,46.37,159.64,46.42,11.49,54273.0
2753,983,西山煤电,煤炭开采,山西,18.12,31.51,31.51,5771195.0,1792082.25,2168136.75,93211.74,0.3,0.436,5.77,1.83,20000726,1115745.25,3.54,62.28,576.64,34.65,6.53,160775.0
311,937,冀中能源,煤炭开采,河北,19.34,29.07,35.34,4611064.0,1823154.25,1417021.75,415691.5,1.18,0.238,5.49,1.12,19990909,960779.88,2.72,71.81,937.24,23.6,5.46,118506.0
2779,600403,*ST大有,煤炭开采,河南,20.46,23.91,23.91,1541595.75,586950.75,679649.69,32854.75,0.14,0.173,2.93,1.61,20031009,368973.47,1.54,103.18,132.17,35.28,7.73,22465.0
2718,600997,开滦股份,煤炭开采,河北,23.02,12.35,15.88,2340935.0,1004064.88,945103.38,256677.59,1.62,0.206,5.78,1.09,20040602,382132.13,2.41,84.99,60.63,9.91,2.31,64475.0
2888,601898,中煤能源,煤炭开采,北京,23.75,91.52,132.59,24788530.0,5038097.5,8792802.0,3810614.5,2.87,0.183,6.69,0.87,20080201,3101914.0,2.34,44.12,172.18,34.33,4.07,181432.0
885,600507,方大特钢,特种钢,江西,9.14,13.26,13.26,1041598.81,631472.31,212407.2,4625.16,0.03,1.161,2.91,4.87,20030930,204533.25,1.54,67.8,232.56,29.44,15.2,72007.0
2555,825,太钢不锈,特种钢,山西,10.06,56.96,56.96,7014549.0,1663906.75,5069305.0,676386.56,1.19,0.379,4.3,1.18,19981021,993493.19,1.74,25.32,154.35,13.17,4.3,231199.0
1815,2322,理工环科,环境保护,浙江,34.54,2.86,3.98,331772.59,122404.35,28750.2,190260.59,4.78,0.421,7.59,2.56,20091218,64597.63,1.62,61.84,140.84,68.62,33.86,17430.0
1596,600293,三峡新材,玻璃,湖北,24.8,5.17,11.62,677747.38,327576.5,137012.3,203994.27,1.76,0.31,3.13,2.52,20000919,37081.15,0.32,1003.3,1217.91,8.01,3.05,36506.0
1112,600586,金晶科技,玻璃,山东,29.83,14.34,14.58,978013.31,273805.06,481443.81,194863.66,1.34,0.117,2.89,1.61,20020815,74823.3,0.51,20.42,300.5,23.45,5.81,89907.0
2464,2680,长生生物,生物制药,江苏,24.08,3.28,9.74,430906.19,356477.69,44819.1,101640.27,1.04,0.448,3.81,3.77,20120605,171495.63,1.76,70.96,64.37,85.78,38.17,23596.0
2149,78,海王生物,生物制药,深圳,28.83,18.57,26.47,2527531.25,2043509.0,62349.45,248207.3,0.94,0.155,2.13,2.8,19981218,55258.36,0.21,58.87,80.47,13.33,2.54,145481.0
2345,600651,飞乐音响,电器仪表,上海,13.52,9.85,9.92,1561411.75,898179.31,125748.05,151194.47,1.52,0.526,4.0,2.38,19901219,140119.48,1.41,20.65,374.6,25.89,8.68,67087.0
400,601222,林洋能源,电器仪表,江苏,24.35,17.43,17.64,1387712.5,493097.94,725729.0,456139.41,2.59,0.311,4.88,2.07,20110808,208146.19,1.18,21.06,83.97,38.7,21.76,45178.0
315,2008,大族激光,电器仪表,深圳,27.46,9.92,10.67,1561020.13,1047977.13,133630.38,79206.18,0.74,1.408,6.46,7.98,20040625,421052.91,3.95,78.69,137.31,43.0,16.85,57211.0
881,2335,科华恒盛,电气设备,福建,18.55,2.25,2.79,608511.56,278240.75,101040.93,217893.16,7.82,1.3,12.43,2.51,20100113,90748.21,3.26,28.91,253.41,34.52,23.7,21292.0
1411,600577,精达股份,电气设备,安徽,21.46,19.55,19.55,579696.94,413629.97,88434.84,2283.4,0.01,0.134,1.5,2.56,20020911,79976.21,0.41,38.27,52.18,11.19,3.21,140505.0
2791,2334,英威腾,电气设备,深圳,27.64,5.64,7.56,293660.81,196928.5,20886.49,27072.23,0.36,0.235,2.28,3.8,20100113,75530.49,1.0,58.86,200.32,38.08,12.6,65458.0
1743,967,盈峰环境,电气设备,浙江,33.98,7.44,11.67,692516.06,394485.97,31726.9,146984.98,1.26,0.23,3.31,2.9,20000330,67356.77,0.58,32.94,52.14,19.02,7.57,27587.0
754,603416,信捷电气,电气设备,江苏,34.57,0.35,1.41,104297.21,84806.56,5901.37,36960.89,2.63,0.697,6.44,4.99,20161221,35958.43,2.56,37.71,52.23,44.03,28.91,11057.0
1937,603025,大豪科技,电脑设备,北京,34.78,0.51,4.54,193013.55,146254.86,13342.05,55679.26,1.23,0.66,3.79,8.01,20150422,57396.45,1.26,55.49,83.73,52.81,38.38,19322.0
647,600519,贵州茅台,白酒,贵州,33.75,12.56,12.56,12778004.0,10480329.0,1485118.38,137496.44,1.09,15.908,67.15,10.66,20010827,7327905.5,58.33,59.4,60.31,89.93,47.08,63980.0
2580,564,供销大集,百货,陕西,20.84,18.88,60.08,5473592.5,3046968.5,523395.5,2469684.5,4.11,0.172,5.02,0.95,19940110,-69083.88,-0.11,67.58,717.09,16.56,6.48,52585.0
3107,600515,海航基础,百货,海南,23.25,16.58,39.08,9045662.0,5247626.5,776273.0,2459795.25,6.29,0.384,8.24,1.44,20020806,308863.31,0.79,38.89,113.86,41.38,19.49,20926.0
852,600280,中央商场,百货,江苏,25.38,11.48,11.48,1598024.88,1243061.63,255309.66,1277.0,0.01,0.237,1.71,4.68,20000926,33828.07,0.29,43.73,240.1,23.83,4.21,57371.0
2731,637,茂化实华,石油加工,广东,31.15,3.66,5.2,117842.97,69936.77,34047.05,697.15,0.01,0.146,1.69,3.59,19961114,15414.76,0.3,63.75,123.5,6.05,2.29,39649.0
3004,2221,东华能源,石油贸易,江苏,19.49,15.04,16.5,2230848.75,1267007.13,844200.13,389394.34,2.36,0.5,4.44,2.89,20080306,181055.23,1.1,69.2,123.42,7.01,3.49,26312.0
538,600516,方大炭素,矿物制品,甘肃,20.21,17.19,17.89,1156291.75,842714.81,144872.88,202290.84,1.13,1.16,4.61,6.59,20020830,415598.28,2.32,206.04,2463.89,74.66,38.61,206494.0
2170,2088,鲁阳节能,矿物制品,山东,25.65,2.09,3.51,229246.77,124612.3,64070.21,42096.57,1.2,0.396,5.13,2.64,20061130,88785.93,2.53,34.13,117.65,35.95,12.54,13464.0
1978,2087,新野纺织,纺织,河南,15.79,8.16,8.17,844845.81,470576.41,259827.55,104167.27,1.28,0.291,3.88,1.58,20061130,119001.72,1.46,30.75,69.09,18.82,6.21,36053.0
3139,2042,华孚时尚,纺织,安徽,16.68,8.38,10.13,1503744.25,961566.31,397190.03,303004.69,2.99,0.597,6.69,1.99,20050427,264605.81,2.61,30.6,50.8,13.02,6.82,25286.0
1009,779,三毛派神,纺织,甘肃,22.51,1.86,1.86,66603.71,23672.09,37783.21,32181.25,1.73,0.476,1.65,8.66,19970528,-23554.07,-1.26,23.62,283.99,14.18,41.63,19157.0
2101,600070,浙江富润,纺织,浙江,28.52,3.57,5.22,360995.47,154328.59,38052.37,109557.52,2.1,0.25,4.36,2.18,19970604,21768.25,0.42,122.77,2131.84,20.28,9.63,22709.0
3231,600545,卓郎智能,纺织机械,新疆,33.52,6.76,18.95,1496278.13,1182525.63,84462.0,0.0,0.0,0.35,1.44,7.44,20031203,91350.1,0.48,41.34,71.86,27.7,7.47,103903.0
2768,600020,中原高速,路桥,河南,7.74,22.47,22.47,5218162.0,445569.69,1848535.25,177404.47,0.79,0.36,4.29,1.16,20030808,417546.41,1.86,57.78,69.87,50.04,24.4,104817.0
2710,548,湖南投资,路桥,湖南,18.0,4.99,4.99,204080.75,142455.56,24814.56,47826.8,0.96,0.277,3.31,2.0,19931220,56498.35,1.13,529.75,131.49,34.44,15.25,72219.0
655,2195,二三四五,软件服务,上海,21.63,31.13,34.16,849733.19,558832.5,6698.68,225970.02,0.66,0.22,2.23,2.7,20071212,183881.66,0.54,57.02,94.38,90.89,36.23,175234.0
1667,997,新 大 陆,软件服务,福建,26.0,9.29,10.11,887155.31,696421.19,15452.87,154322.86,1.53,0.59,4.64,4.1,20000807,193233.23,1.91,50.14,54.41,35.84,15.81,95099.0
115,600487,亨通光电,通信设备,江苏,25.84,12.41,13.6,2700911.25,1937311.0,342140.59,349242.75,2.57,1.32,7.47,5.67,20030822,496506.56,3.65,41.4,59.48,21.16,8.78,83208.0
195,600260,凯乐科技,通信设备,湖北,30.99,5.39,7.09,1674883.25,1403519.25,73469.25,211148.47,2.98,0.77,6.33,4.79,20000706,138505.06,1.95,104.44,360.35,11.9,4.6,29221.0
2793,488,晨鸣纸业,造纸,山东,9.24,11.06,19.36,9878923.0,4997420.5,2727077.0,614925.75,3.18,1.16,8.55,2.02,20001120,780880.44,4.03,32.33,74.47,33.26,12.36,89049.0
2735,2067,景兴纸业,造纸,浙江,10.31,9.6,11.28,629039.0,286474.13,279347.47,167559.16,1.48,0.45,3.38,1.76,20060915,94406.53,0.84,54.92,185.28,20.28,12.53,101458.0
3058,600567,山鹰纸业,造纸,安徽,10.62,45.51,45.51,2342805.75,947780.63,975940.19,430076.19,0.94,0.314,2.14,2.08,20011218,199647.77,0.44,46.26,591.15,23.14,11.55,233447.0
1816,600308,华泰股份,造纸,山东,11.77,11.68,11.68,1426486.25,551941.0,723817.69,224376.7,1.92,0.414,5.94,1.09,20000928,299242.0,2.56,32.17,305.1,15.44,4.88,69870.0
2660,2078,太阳纸业,造纸,山东,13.71,25.3,25.93,2353648.0,912872.5,1089375.88,120874.42,0.47,0.54,3.61,2.68,20061116,482345.41,1.86,34.36,109.1,24.93,10.03,62117.0
2045,600793,宜宾纸业,造纸,四川,18.46,1.05,1.05,365046.34,65262.05,198098.56,10537.1,1.0,0.956,1.46,16.09,19970220,-6045.06,-0.57,267.47,315.86,7.91,13.32,10500.0
2972,603165,荣晟环保,造纸,浙江,19.63,0.32,1.27,120759.75,69303.45,40023.37,27343.85,2.16,2.24,7.48,7.63,20170117,50045.8,3.95,132.31,284.12,24.2,18.54,11910.0
49,600258,首旅酒店,酒店餐饮,北京,32.37,2.79,8.16,1718725.75,214291.16,254155.47,489234.94,6.0,0.73,8.9,3.27,20000601,131734.38,1.61,40.15,250.87,94.6,8.72,15326.0
3052,2443,金洲管道,钢加工,浙江,33.39,5.03,5.21,329408.0,202781.56,74427.4,77365.81,1.49,0.205,3.98,2.29,20100706,69717.86,1.34,50.43,151.02,10.81,4.0,57270.0
630,601006,大秦铁路,铁路,山西,9.22,148.67,148.67,12906953.0,2773182.25,6869881.5,2473709.25,1.66,0.756,6.55,1.42,20060801,4758561.0,3.2,32.13,118.37,31.59,26.92,151119.0
3038,60,中金岭南,铅锌,深圳,23.18,22.11,23.8,1870375.75,735543.88,509481.56,277848.19,1.17,0.39,4.18,2.68,19970123,429809.0,1.81,33.54,426.63,13.32,5.83,143884.0
789,600338,西藏珠峰,铅锌,西藏,25.37,1.58,6.53,259307.97,143340.13,87635.71,2236.43,0.03,1.262,2.22,19.27,20001227,132532.36,2.03,66.49,83.52,71.54,46.5,12887.0
2355,600497,驰宏锌锗,铅锌,云南,32.28,43.1,50.91,3296117.25,525080.44,1165555.75,515882.31,1.01,0.2,2.21,3.29,20040420,-11274.55,-0.02,33.68,1105.91,17.9,6.11,208155.0
982,600531,豫光金铅,铅锌,河南,34.32,10.9,10.9,1033090.13,767481.31,207894.94,145388.75,1.33,0.144,2.87,2.3,20020730,44007.76,0.4,29.92,159.4,4.78,1.29,97048.0
2180,2171,楚江新材,铜,安徽,22.0,8.48,10.69,453294.09,328310.97,60185.51,159394.06,1.49,0.246,3.12,2.31,20070921,62893.96,0.59,38.38,81.44,6.11,3.36,44223.0
331,601137,博威合金,铜,浙江,24.36,5.64,6.27,500949.09,266245.41,152074.05,187757.2,2.99,0.369,5.22,2.29,20110127,69875.18,1.11,40.14,77.77,14.48,5.48,18081.0
1827,601388,怡球资源,铝,江苏,27.49,20.25,20.25,452737.91,322734.41,110621.01,10885.42,0.05,0.12,1.19,3.69,20120423,37685.05,0.19,52.46,3847.48,11.24,6.15,77607.0
2941,612,焦作万方,铝,河南,30.55,9.99,11.92,735693.19,139737.94,257505.41,160634.2,1.35,0.229,4.03,2.31,19960926,160096.22,1.34,39.25,542.4,6.16,7.22,57697.0
2515,2160,常铝股份,铝,江苏,33.04,4.91,7.24,622252.69,297916.59,151107.36,218265.63,3.01,0.153,4.45,1.51,20070821,27155.9,0.37,40.03,56.07,17.64,3.84,53310.0
638,600737,中粮糖业,食品,新疆,24.92,20.52,20.52,1914967.75,1261385.13,435649.16,414444.03,2.02,0.246,3.37,2.42,19960731,40347.9,0.2,66.05,51.86,15.65,3.53,168718.0
2565,716,黑芝麻,食品,广西,29.45,5.81,6.33,369788.59,174091.06,70624.96,108335.27,1.71,0.143,3.22,1.75,19970418,31339.36,0.5,27.18,50.06,27.44,6.07,50284.0
1597,639,西王食品,食品,山东,31.92,3.77,4.55,652701.75,190739.77,71956.53,64573.03,1.42,0.445,4.61,4.11,19961126,88951.9,1.96,117.23,73.96,36.98,4.73,14250.0
2483,2507,涪陵榨菜,食品,重庆,32.67,7.7,7.89,231075.5,138622.91,71004.96,2129.11,0.03,0.385,2.3,7.28,20101123,90320.25,1.14,32.03,53.98,46.76,24.77,17006.0
844,2567,唐人神,饲料,湖南,23.29,6.3,8.37,580876.13,226106.09,174013.77,158408.25,1.89,0.27,3.98,1.99,20110325,71121.93,0.85,32.4,58.21,9.72,2.06,27229.0
1712,600438,通威股份,饲料,四川,24.35,27.82,38.82,2513550.0,836245.06,1082841.25,572220.81,1.47,0.394,3.32,3.85,20040302,305053.66,0.79,24.95,69.53,18.74,7.79,41474.0
2240,2237,恒邦股份,黄金,山东,24.18,8.36,9.1,1395761.38,982426.19,340932.03,98178.61,1.08,0.332,4.54,2.36,20080520,199829.11,2.19,39.5,55.27,6.1,1.85,67412.0
3037,2155,湖南黄金,黄金,湖南,34.71,10.66,12.02,670052.88,203612.38,215744.05,129106.65,1.07,0.208,3.76,2.57,20070816,173826.88,1.45,59.52,135.01,12.39,3.17,117386.0
