,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
142,600551,时代出版,0.45,-24.45,,4.41,,22937.3,-24.45,,10-31
143,600909,华安证券,0.17,-5.56,,4.99,,60279.54,17.29,,10-31
144,000035,中国天楹,0.11,1.74,,6.5,,14032.71,3.83,,10-31
145,000040,东旭蓝天,0.24,42.35,,2.91,,32334.53,146.46,,10-31
146,002210,飞马国际,0.11,-26.67,,4.62,,18767.95,32.46,,10-31
147,600995,文山电力,0.46,48.39,,13.24,,22238.28,50.77,,10-31
148,603322,超讯通信,0.12,-40.0,,1.95,,934.24,-42.38,,10-31
149,600218,全柴动力,0.18,-24.64,,3.53,,6706.07,-24.68,,10-31
150,000156,华数传媒,0.33,3.06,,4.54,,47241.3,3.05,,10-31
151,601012,隆基股份,1.12,80.65,,20.12,,224095.38,103.99,,10-31
152,603359,东珠景观,0.98,18.07,,12.34,,17430.68,23.16,,10-31
153,000410,*ST沈机,-1.02,-1.92,,,,-78223.43,-2.02,,10-31
154,600628,新世界,0.65,712.5,,4.0,,42014.52,922.82,,10-31
155,600255,梦舟股份,0.02,-140.0,,1.15,,3839.7,-148.1,,10-31
156,000939,凯迪生态,0.05,-59.09,,1.46,,17497.76,3.52,,10-31
157,000517,荣安地产,0.15,2251.56,,12.24,,47929.21,2244.94,,10-31
158,000966,长源电力,0.05,-89.15,,1.66,,5773.27,-89.15,,10-31
159,600291,西水股份,2.28,6065.31,,20.62,,248670.97,6340.41,,10-31
160,601566,九牧王,0.6,11.11,,7.83,,34323.64,9.78,,10-31
161,603617,君禾股份,0.48,-7.69,,17.14,,4173.67,6.38,,10-31
162,000573,粤宏远A,0.09,135.77,,3.33,,5620.63,135.8,,10-31
163,600734,实达集团,0.13,-51.11,,3.06,,8378.52,-33.6,,10-31
164,600386,北巴传媒,0.1,-54.55,,4.5,,8099.61,-9.75,,10-31
165,600029,南方航空,0.71,7.58,,15.09,,705000.0,9.46,,10-31
166,300134,大富科技,-0.48,-782.14,,-6.48,,-36645.54,-866.28,,10-31
167,603001,奥康国际,0.48,-25.0,,4.64,,19184.91,-25.01,,10-31
168,603825,华扬联众,0.29,625.0,,5.11,,3697.31,718.4,,10-31
169,600804,鹏博士,0.43,-2.27,,9.07,,60592.59,-0.14,,10-31
170,600073,上海梅林,0.32,2.9,,8.97,,29957.23,3.12,,10-31
171,600460,士兰微,0.11,120.0,,5.33,,13504.85,122.71,,10-31
172,603038,华立股份,1.11,-24.49,,8.33,,7215.67,-1.54,,10-31
173,603900,通灵珠宝,0.72,-25.0,,11.54,,24605.62,40.76,,10-31
174,002130,沃尔核材,0.09,-43.75,,4.06,,10878.78,19.21,,10-31
175,000756,新华制药,0.38,90.0,,8.28,,17367.37,94.74,,10-31
176,600182,S佳通,0.12,-65.71,,4.48,,4056.29,-66.06,,10-31
177,000048,康达尔,-0.12,-255.25,,-6.61,,-4677.5,-255.35,,10-31
178,000861,海印股份,0.05,-10.73,,3.71,,11604.73,-10.74,,10-31
179,300284,苏交科,0.54,24.4,,9.51,,30459.47,26.1,,10-31
180,600635,大众公用,0.12,-31.92,,4.93,,35578.97,-18.54,,10-31
181,000927,一汽夏利,-0.7,36.15,,-98.86,,-112345.4,36.14,,10-31
182,601179,中国西电,0.13,-13.33,,3.42,,65036.43,-13.83,,10-31
183,600689,上海三毛,0.18,-865.22,,7.86,,3541.64,-861.91,,10-31
184,601375,中原证券,0.09,-47.06,,3.38,,35575.8,-35.29,,10-31
185,600333,长春燃气,-0.02,-140.0,,-0.77,,-1360.64,-148.0,,10-31
186,000585,东北电气,-0.03,19.03,,-14.76,,-2788.07,19.33,,10-31
187,600355,精伦电子,-0.02,-300.0,,-2.77,,-1118.25,-501.33,,10-31
188,603707,健友股份,0.6,5.06,,14.71,,22366.4,9.16,,10-31
189,600016,民生银行,1.1,2.8,9.89,11.52,,4024300.0,2.76,,10-31
190,000652,泰达股份,0.04,-8.28,,1.82,,6535.3,-8.37,,10-31
191,600774,汉商集团,0.04,12.82,,1.34,,770.83,12.13,,10-31
192,600792,云煤能源,-0.1,300.0,,-3.38,,-9874.35,291.34,,10-31
193,000693,*ST华泽,-0.21,27.25,,-13.55,,-11549.46,27.27,,10-31
194,600078,澄星股份,0.06,5.35,,2.27,,4182.85,5.6,,10-31
195,002749,国光股份,2.13,26.53,,18.8,,15994.99,26.53,,10-31
196,603043,广州酒家,0.54,7.5,,17.43,,19870.85,12.57,,10-31
197,600488,天药股份,0.09,78.85,,2.99,,9342.41,85.62,,10-31
198,603117,万林股份,0.18,5.88,,3.65,,8200.73,16.42,,10-31
199,600130,波导股份,-0.09,-400.0,,-7.57,,-7259.47,-434.04,,10-31
200,603988,中电电机,0.3,-3.23,,3.64,,2410.67,-2.1,,10-31
201,600880,博瑞传播,-0.04,-165.17,,-1.19,,-4270.5,-167.74,,10-31
202,002167,东方锆业,0.03,500.0,,1.84,,2107.47,598.02,,10-31
203,603198,迎驾贡酒,0.53,-10.17,,11.03,,42776.62,-9.67,,10-31
204,600169,太原重工,0.01,-101.68,,0.42,,1733.17,-101.77,,10-31
205,002836,新宏泽,0.18,-64.0,,7.19,,2869.71,-4.5,,10-31
206,000837,秦川机床,0.01,-140.7,,0.35,,971.83,-140.74,,10-31
207,600967,内蒙一机,0.19,-587.18,,4.33,,32028.24,-1087.9,,10-31
208,000058,深赛格,0.06,3.7,,3.31,,6919.31,63.66,,10-31
209,000099,中信海直,0.14,10.79,,2.92,,8398.33,10.73,,10-31
210,000895,双汇发展,0.96,-3.85,,23.16,,315103.87,-3.85,,10-31
211,600247,ST成城,-1.1,491.4,,,,-36847.76,488.23,,10-31
212,603458,勘设股份,2.64,109.52,,24.99,,25463.45,117.72,,10-31
213,600267,海正药业,0.01,-83.33,,0.08,,511.06,-83.52,,10-31
214,000509,华塑控股,-0.02,-53.94,,-55.07,,-1545.16,-53.85,,10-31
215,600658,电子城,0.25,19.05,,3.31,,19982.24,55.75,,10-31
216,601200,上海环境,0.67,,,9.24,,47414.49,31.62,,10-31
217,002285,世联行,0.26,36.84,,12.22,,53226.29,40.2,,10-31
218,600678,四川金顶,-0.0,-97.45,,-37.45,,-57.74,-97.52,,10-31
219,601500,通用股份,0.15,-37.5,,4.2,,10748.4,-18.82,,10-31
220,600321,正源股份,0.0,-106.67,,0.22,,588.73,-106.18,,10-31
221,000566,海南海药,0.13,-12.13,,3.23,,17609.6,4.13,,10-31
222,002333,罗普斯金,-0.02,-108.81,,-0.79,,-1210.22,-108.81,,10-31
223,600339,中油工程,0.1,-113.06,,2.4,,52107.53,-222.52,,10-31
224,600728,佳都科技,0.03,4700.0,,1.81,,5352.03,4877.07,,10-31
225,601717,郑煤机,0.19,137.5,,3.06,,31915.88,149.06,,10-31
226,601866,中远海发,0.1,-279.56,,8.26,,113947.46,-279.47,,10-31
227,000630,铜陵有色,0.04,280.0,,2.35,,39530.52,315.39,,10-31
228,600761,安徽合力,0.47,-4.08,,7.81,,34466.93,13.66,,10-31
229,601919,中远海控,0.27,-130.0,,13.89,,273587.66,-129.67,,10-31
230,002381,双箭股份,0.2,42.86,,5.14,,8479.23,41.34,,10-31
231,603777,来伊份,0.42,-6.67,,5.28,,10016.06,24.94,,10-31
232,603816,顾家家居,1.5,18.11,,17.13,,62000.81,47.75,,10-31
233,002721,金一文化,0.13,0.79,,3.68,,8228.63,0.85,,10-31
234,002413,雷科防务,0.07,16.67,,2.11,,7607.78,18.47,,10-31
235,000720,新能泰山,-0.45,789.7,,-51.32,,-57941.59,1227.58,,10-31
236,603098,森特股份,0.35,-16.67,,8.83,,14108.5,0.72,,10-31
237,603996,中新科技,0.23,14.98,,4.97,,7001.0,14.95,,10-31
238,600885,宏发股份,1.1,22.22,,12.08,,58336.99,21.95,,10-31
239,600157,永泰能源,0.03,-12.89,,1.72,,41160.2,-10.75,,10-31
240,600908,无锡银行,0.42,0.0,,8.58,,77128.2,10.47,,10-31
241,600975,新五丰,0.08,-74.19,,4.28,,5259.98,-74.42,,10-31
242,002209,达意隆,-0.06,-58.63,,-1.78,,-1081.13,-58.64,,10-31
243,000155,*ST川化,0.14,-80.0,,4.91,,17196.63,-47.96,,10-31
244,000901,航天科技,0.21,140.95,,2.61,,8505.31,204.74,,10-31
245,600234,ST山水,-0.05,-1451.35,,-11.34,,-1036.43,-1466.92,,10-31
246,002563,森马服饰,0.38,2.7,,9.96,,101207.74,1.01,,10-31
247,000409,山东地矿,-0.25,-5897.67,,-14.6,,-12737.05,-6308.35,,10-31
248,600626,申达股份,0.17,-21.48,,4.78,,12018.5,-21.46,,10-31
249,601100,恒立液压,0.44,633.33,,7.67,,27629.49,572.79,,10-31
250,000429,粤高速A,0.61,41.86,,15.03,,127762.88,60.23,,10-31
251,600645,中源协和,0.01,0.0,,0.2,,309.1,-44.06,,10-31
252,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31
253,000982,*ST中绒,-0.21,19.19,,-22.94,,-38499.92,19.36,,10-31
254,000553,沙隆达A,0.68,1879.71,,9.28,,159951.4,7702.41,,10-31
255,300713,英可瑞,,,,,,6949.29,7.57,,10-31
256,600749,西藏旅游,-0.08,-40.33,,-2.94,,-1564.44,-40.31,,10-31
257,601881,中国银河,0.34,-8.11,,5.27,,338344.06,-4.68,,10-31
258,002691,冀凯股份,0.04,-20.0,,0.93,,798.0,-12.04,,10-31
259,600767,*ST运盛,0.01,-109.3,,1.87,,420.66,-109.55,,10-31
260,601949,中国出版,0.1,-9.09,,3.4,,14942.36,-7.85,,10-31
261,600028,中国石化,0.32,31.54,,5.37,,3837300.0,31.57,,10-31
262,603000,人民网,0.01,-85.71,,0.59,,1612.01,-78.54,,10-31
263,600072,中船科技,0.02,-117.16,,0.46,,1666.44,-126.08,,10-31
264,603077,和邦生物,0.04,-33.33,,3.25,,34419.94,85.64,,10-31
265,600107,美尔雅,-0.02,-39.66,,-1.17,,-630.39,-40.54,,10-31
266,600500,中化国际,0.18,63.64,,3.43,,38516.34,71.15,,10-31
267,000782,美达股份,0.04,-157.14,,1.66,,1958.44,-156.36,,10-31
268,600143,金发科技,0.17,-30.05,,4.68,,45781.35,-25.76,,10-31
269,000801,四川九洲,-0.02,-123.39,,-0.7,,-1635.88,-123.37,,10-31
270,600162,香江控股,0.14,-30.0,,7.43,,45319.98,-5.04,,10-31
271,000021,深科技,0.32,54.53,,8.58,,46900.63,54.52,,10-31
272,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
273,000046,泛海控股,0.24,-34.54,,6.77,,122204.2,-33.63,,10-31
274,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
275,000070,特发信息,0.27,-30.96,,9.45,,17183.99,38.05,,10-31
276,000887,中鼎股份,0.78,14.71,,13.86,,95115.16,19.09,,10-31
277,002886,沃特股份,0.35,-18.6,,5.61,,2719.11,6.74,,10-31
278,600239,云南城投,-0.23,-49.15,,-8.56,,-37569.41,-23.74,,10-31
279,000416,民生控股,0.05,172.97,,3.07,,2685.91,173.13,,10-31
280,603399,新华龙,0.18,-250.0,,4.87,,9325.57,-255.61,,10-31
281,600259,广晟有色,0.03,-106.67,,0.42,,818.36,-106.92,,10-31
282,000540,中天金融,0.35,-20.01,,10.84,,165545.0,-19.32,,10-31
283,002311,海大集团,0.73,28.07,,16.73,,114935.29,30.61,,10-31
284,601595,上海电影,0.41,-31.67,,7.85,,15432.45,-13.26,,10-31
285,603628,清源股份,0.18,-25.0,,5.49,,4803.6,-1.45,,10-31
286,000584,哈工智能,0.1,-257.29,,4.13,,6347.92,-257.2,,10-31
287,600354,敦煌种业,0.24,-170.45,,,,12416.91,-170.42,,10-31
288,603703,盛洋科技,0.12,50.0,,4.27,,2672.6,40.07,,10-31
289,600015,华夏银行,1.04,-24.09,11.16,9.7,-7.85,1422700.0,-2.67,,10-31
290,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
291,000651,格力电器,2.57,37.43,,25.1,,1546070.89,37.68,,10-31
292,002070,*ST众和,-0.22,-373.06,,-43.58,,-14101.47,-372.97,,10-31
293,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
294,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
295,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
296,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
297,300494,盛天网络,0.26,-8.71,,6.76,,6338.54,-8.71,,10-31
298,603908,牧高笛,0.85,-1.16,,14.29,,5186.04,20.3,,10-31
299,000760,斯太尔,0.09,-169.23,,3.27,,6740.53,-165.24,,10-31
300,000782,美达股份,0.04,-157.14,,1.66,,1958.44,-156.36,,10-31
301,600143,金发科技,0.17,-30.05,,4.68,,45781.35,-25.76,,10-31
302,000801,四川九洲,-0.02,-123.39,,-0.7,,-1635.88,-123.37,,10-31
303,600162,香江控股,0.14,-30.0,,7.43,,45319.98,-5.04,,10-31
304,000021,深科技,0.32,54.53,,8.58,,46900.63,54.52,,10-31
305,600975,新五丰,0.08,-74.19,,4.28,,5259.98,-74.42,,10-31
306,002209,达意隆,-0.06,-58.63,,-1.78,,-1081.13,-58.64,,10-31
307,000155,*ST川化,0.14,-80.0,,4.91,,17196.63,-47.96,,10-31
308,000901,航天科技,0.21,140.95,,2.61,,8505.31,204.74,,10-31
309,600234,ST山水,-0.05,-1451.35,,-11.34,,-1036.43,-1466.92,,10-31
310,002563,森马服饰,0.38,2.7,,9.96,,101207.74,1.01,,10-31
311,000409,山东地矿,-0.25,-5897.67,,-14.6,,-12737.05,-6308.35,,10-31
312,600626,申达股份,0.17,-21.48,,4.78,,12018.5,-21.46,,10-31
313,601100,恒立液压,0.44,633.33,,7.67,,27629.49,572.79,,10-31
314,000429,粤高速A,0.61,41.86,,15.03,,127762.88,60.23,,10-31
315,600645,中源协和,0.01,0.0,,0.2,,309.1,-44.06,,10-31
316,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31
317,000982,*ST中绒,-0.21,19.19,,-22.94,,-38499.92,19.36,,10-31
318,000553,沙隆达A,0.68,1879.71,,9.28,,159951.4,7702.41,,10-31
319,300713,英可瑞,,,,,,6949.29,7.57,,10-31
320,600749,西藏旅游,-0.08,-40.33,,-2.94,,-1564.44,-40.31,,10-31
321,600015,华夏银行,1.04,-24.09,11.16,9.7,-7.85,1422700.0,-2.67,,10-31
322,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
323,000651,格力电器,2.57,37.43,,25.1,,1546070.89,37.68,,10-31
324,002070,*ST众和,-0.22,-373.06,,-43.58,,-14101.47,-372.97,,10-31
325,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
326,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
327,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
328,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
329,300494,盛天网络,0.26,-8.71,,6.76,,6338.54,-8.71,,10-31
330,603908,牧高笛,0.85,-1.16,,14.29,,5186.04,20.3,,10-31
331,000760,斯太尔,0.09,-169.23,,3.27,,6740.53,-165.24,,10-31
332,603116,红蜻蜓,0.64,28.0,,7.98,,26093.52,27.96,,10-31
333,603987,康德莱,0.29,-39.58,,7.7,,9040.74,18.26,,10-31
334,600150,中国船舶,-0.21,-33.12,,-1.98,,-29266.99,-32.93,,10-31
335,000008,神州高铁,0.04,18.26,,1.64,,12192.46,-43.79,,10-31
336,600543,莫高股份,0.08,14.29,,2.21,,2463.14,13.84,,10-31
337,600895,张江高科,0.25,0.0,,4.72,,39454.99,1.72,,10-31
338,000027,深圳能源,0.2,-39.94,,3.68,,80369.39,-39.93,,10-31
339,600562,国睿科技,0.27,-3.57,,7.47,,12922.51,-2.98,,10-31
340,600960,渤海活塞,0.17,144.86,,3.73,,16292.73,334.97,,10-31
341,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
342,000046,泛海控股,0.24,-34.54,,6.77,,122204.2,-33.63,,10-31
343,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
