,date,open,close,high,low,volume,code
0,2016-01-04,9.32,8.328,9.384,8.328,113515.0,000055
1,2016-01-05,7.949,7.678,8.251,7.498,192217.0,000055
2,2016-01-06,7.839,8.026,8.045,7.678,124157.0,000055
3,2016-01-07,7.917,7.221,7.917,7.221,29575.0,000055
4,2016-01-08,7.408,7.247,7.601,6.565,175997.0,000055
5,2016-01-11,7.08,6.52,7.138,6.52,156583.0,000055
6,2016-01-12,6.584,6.295,6.591,5.883,211276.0,000055
7,2016-01-13,6.327,6.243,6.34,5.793,143689.0,000055
8,2016-01-14,6.069,6.597,6.629,5.921,144975.0,000055
9,2016-01-15,6.565,6.411,6.758,6.282,99982.0,000055
10,2016-01-18,6.069,6.411,6.662,6.069,83761.0,000055
11,2016-01-19,6.449,6.604,6.694,6.353,130513.0,000055
12,2016-01-20,6.597,6.411,6.629,6.391,123779.0,000055
13,2016-01-21,6.198,6.14,6.43,6.121,161892.0,000055
14,2016-01-22,6.237,6.385,6.468,6.05,100286.0,000055
15,2016-01-25,6.436,6.43,6.533,6.082,100798.0,000055
16,2016-01-26,6.295,6.108,6.333,5.786,127290.0,000055
17,2016-01-27,5.941,6.179,6.179,5.554,106351.0,000055
18,2016-01-28,5.986,6.076,6.076,5.799,73932.0,000055
19,2016-01-29,6.114,6.217,6.295,5.986,104660.0,000055
20,2016-02-01,6.308,6.127,6.308,6.037,54866.0,000055
21,2016-02-02,6.159,6.282,6.333,6.005,80561.0,000055
22,2016-02-03,6.217,6.436,6.488,6.05,90638.0,000055
23,2016-02-04,6.687,7.073,7.08,6.662,227075.0,000055
24,2016-02-05,7.196,7.183,7.421,6.983,187879.0,000055
25,2016-02-15,6.764,7.003,7.196,6.662,112238.0,000055
26,2016-02-16,7.016,7.582,7.698,7.016,187480.0,000055
27,2016-02-17,7.466,7.711,8.039,7.273,237857.0,000055
28,2016-02-18,8.097,7.723,8.097,7.498,186671.0,000055
29,2016-02-19,7.608,7.537,7.711,7.466,80419.0,000055
30,2016-02-22,7.627,7.588,7.698,7.518,102719.0,000055
31,2016-02-23,7.518,7.395,7.633,7.318,93681.0,000055
