0,综合行业
32,公路桥梁
51,化纤行业
77,机械行业
177,生物制药
277,石油行业
300,玻璃行业
319,仪器仪表
367,交通运输
451,飞机制造
465,农林牧渔
528,建筑建材
618,塑料制品
651,商业百货
743,纺织行业
785,医疗器械
816,有色金属
885,供水供气
910,发电设备
975,造纸行业
999,船舶制造
1007,煤炭行业
1048,食品行业
1106,陶瓷行业
1113,纺织机械
1121,钢铁行业
1178,环保行业
1205,酿酒行业
1238,次新股
1308,电器行业
1366,传媒娱乐
1406,化工行业
1506,房地产
1606,金融行业
1656,其它行业
1756,开发区
1766,电子信息
1866,服装鞋类
1915,电子器件
2015,电力行业
2076,汽车制造
2176,家具行业
2192,农药化肥
2237,酒店旅游
2273,水泥行业
2298,物资外贸
2319,摩托车
2325,印刷包装
2345,家电行业
