,date,open,close,high,low,volume,code
0,2016-01-04,10.935,9.954,10.935,9.954,25389.0,000951
1,2016-01-05,9.621,10.16,10.378,9.506,42027.0,000951
2,2016-01-06,10.142,10.372,10.432,10.118,23995.0,000951
3,2016-01-07,10.227,9.398,10.287,9.385,4609.0,000951
4,2016-01-08,9.609,9.664,9.888,9.168,28099.0,000951
5,2016-01-11,9.64,9.101,9.724,9.077,25845.0,000951
6,2016-01-12,9.143,9.634,9.912,9.107,32500.0,000951
7,2016-01-13,9.597,9.688,10.003,9.597,41890.0,000951
8,2016-01-14,9.525,9.966,10.093,9.053,36251.0,000951
9,2016-01-15,9.991,9.579,10.045,9.385,27894.0,000951
10,2016-01-18,9.137,9.615,9.7,9.089,21378.0,000951
11,2016-01-19,9.464,9.906,9.912,9.41,22239.0,000951
12,2016-01-20,9.851,9.924,10.027,9.773,19438.0,000951
13,2016-01-21,9.803,9.906,10.257,9.718,31611.0,000951
14,2016-01-22,9.954,10.063,10.227,9.797,15950.0,000951
15,2016-01-25,10.166,10.257,10.257,10.021,22058.0,000951
16,2016-01-26,10.142,9.379,10.227,9.307,29412.0,000951
17,2016-01-27,9.41,9.367,9.609,9.028,26652.0,000951
18,2016-01-28,9.367,8.472,9.416,8.429,31472.0,000951
19,2016-01-29,8.363,8.895,9.246,8.211,29471.0,000951
20,2016-02-01,8.926,8.859,9.228,8.768,19773.0,000951
21,2016-02-02,8.859,9.107,9.289,8.859,10467.0,000951
22,2016-02-03,9.077,9.264,9.325,8.944,11721.0,000951
23,2016-02-04,9.367,9.373,9.609,9.198,13343.0,000951
24,2016-02-05,9.391,9.095,9.476,8.944,13643.0,000951
25,2016-02-15,8.95,9.646,9.863,8.841,21338.0,000951
26,2016-02-16,9.779,9.857,9.924,9.724,24251.0,000951
27,2016-02-17,9.821,9.767,9.821,9.567,16634.0,000951
28,2016-02-18,9.767,9.791,9.924,9.64,19204.0,000951
29,2016-02-19,9.863,9.706,9.863,9.585,12622.0,000951
30,2016-02-22,9.706,9.839,9.984,9.706,16822.0,000951
31,2016-02-23,9.863,9.96,9.984,9.791,20069.0,000951
32,2016-02-24,9.924,10.021,10.099,9.652,22586.0,000951
33,2016-02-25,10.093,9.168,10.093,9.022,27076.0,000951
34,2016-02-26,9.258,9.21,9.422,9.095,15866.0,000951
35,2016-02-29,9.228,8.55,9.264,8.411,19146.0,000951
36,2016-03-01,8.605,9.016,9.252,8.55,24928.0,000951
37,2016-03-02,8.962,9.773,9.894,8.962,35268.0,000951
38,2016-03-03,9.682,9.694,9.833,9.621,16352.0,000951
39,2016-03-04,10.662,10.662,10.662,10.662,41823.0,000951
40,2016-03-07,10.886,10.668,11.043,10.475,85592.0,000951
41,2016-03-08,10.65,10.469,10.65,10.166,48667.0,000951
42,2016-03-09,10.19,9.991,10.208,9.948,28108.0,000951
43,2016-03-10,9.997,10.166,10.384,9.827,34359.0,000951
44,2016-03-11,10.093,10.069,10.227,9.984,12481.0,000951
45,2016-03-14,10.087,10.499,10.656,10.081,26016.0,000951
46,2016-03-15,10.469,10.245,10.499,10.178,13518.0,000951
47,2016-03-16,10.245,10.281,10.444,10.106,11481.0,000951
48,2016-03-17,10.281,10.511,10.644,10.081,22632.0,000951
49,2016-03-18,10.638,10.577,10.759,10.456,32329.0,000951
50,2016-03-21,10.892,10.559,10.953,10.348,152413.0,000951
51,2016-03-22,10.384,10.378,10.438,10.281,45755.0,000951
52,2016-03-23,10.39,10.384,10.426,10.323,30093.0,000951
53,2016-03-24,10.348,10.227,10.396,10.112,30893.0,000951
54,2016-03-25,10.19,10.227,10.263,10.112,20976.0,000951
55,2016-03-28,10.287,10.227,10.505,10.099,44122.0,000951
56,2016-03-29,10.118,9.64,10.184,9.512,53211.0,000951
57,2016-03-30,9.658,10.214,10.281,9.658,47972.0,000951
58,2016-03-31,10.287,10.432,10.432,10.196,34917.0,000951
59,2016-04-01,10.463,10.196,10.759,10.166,64331.0,000951
60,2016-04-05,10.136,10.469,10.487,10.081,48616.0,000951
61,2016-04-06,10.329,10.517,10.686,10.329,50742.0,000951
62,2016-04-07,10.559,10.293,10.584,10.214,37817.0,000951
63,2016-04-08,10.275,10.372,10.384,10.172,24501.0,000951
64,2016-04-11,10.275,10.372,10.965,10.275,161985.0,000951
65,2016-04-12,10.384,10.535,10.559,10.154,62611.0,000951
66,2016-04-13,10.662,10.783,10.953,10.638,113528.0,000951
67,2016-04-14,10.826,10.795,11.195,10.771,87482.0,000951
68,2016-04-15,10.783,11.255,11.279,10.638,95473.0,000951
69,2016-04-18,11.164,10.777,11.164,10.741,60936.0,000951
70,2016-04-19,10.832,10.68,10.892,10.59,40955.0,000951
71,2016-04-20,10.68,10.136,10.765,9.936,52155.0,000951
72,2016-04-21,10.136,10.112,10.335,10.075,24525.0,000951
73,2016-04-22,10.136,10.275,10.323,10.063,25489.0,000951
74,2016-04-25,10.196,10.075,10.196,9.954,31342.0,000951
75,2016-04-26,10.13,10.16,10.208,9.997,29212.0,000951
76,2016-04-27,10.178,10.118,10.275,10.039,24965.0,000951
77,2016-04-28,10.118,9.87,10.172,9.7,27500.0,000951
78,2016-04-29,9.845,9.93,10.069,9.845,29120.0,000951
79,2016-05-03,9.978,10.19,10.214,9.906,49851.0,000951
80,2016-05-04,10.093,10.081,10.154,9.972,44551.0,000951
81,2016-05-05,10.069,10.099,10.178,9.833,49860.0,000951
82,2016-05-06,10.178,9.791,10.22,9.73,59438.0,000951
