,time,price,change,volume,amount,type
0,15:00:03,11.32,--,1460,1652720,买盘
1,14:57:00,11.32,--,16,18112,买盘
2,14:56:57,11.32,0.01,76,86032,买盘
3,14:56:54,11.31,--,53,59943,卖盘
4,14:56:51,11.31,--,5,5655,卖盘
5,14:56:48,11.31,-0.01,10,11310,卖盘
6,14:56:45,11.32,0.01,3,3396,买盘
7,14:56:42,11.31,--,9,10179,卖盘
8,14:56:36,11.31,--,11,12441,卖盘
9,14:56:33,11.31,-0.01,455,514605,卖盘
10,14:56:30,11.32,--,3,3396,买盘
11,14:56:21,11.32,0.01,4,4528,买盘
12,14:56:18,11.31,--,19,21489,卖盘
13,14:56:15,11.31,--,26,29406,卖盘
14,14:56:09,11.31,--,18,20358,卖盘
15,14:56:06,11.31,-0.01,12,13572,卖盘
16,14:56:03,11.32,--,210,238172,买盘
17,14:56:00,11.32,0.01,4,4528,买盘
18,14:55:54,11.31,-0.01,31,35061,卖盘
19,14:55:51,11.32,0.01,7,7924,买盘
20,14:55:48,11.31,--,111,125541,卖盘
21,14:55:45,11.31,--,93,105183,卖盘
22,14:55:42,11.31,--,87,98397,卖盘
23,14:55:36,11.31,-0.01,22,24882,卖盘
24,14:55:33,11.32,0.01,50,56600,买盘
25,14:55:27,11.31,-0.01,19,21489,卖盘
26,14:55:24,11.32,0.01,60,67920,买盘
27,14:55:18,11.31,--,36,40716,卖盘
28,14:55:12,11.31,-0.01,65,73515,卖盘
29,14:55:09,11.32,0.01,61,69052,买盘
30,14:55:06,11.31,-0.01,50,56550,卖盘
31,14:55:03,11.32,0.01,33,37356,买盘
32,14:55:00,11.31,-0.01,5,5655,卖盘
33,14:54:57,11.32,0.01,7,7924,买盘
34,14:54:54,11.31,--,6,6786,卖盘
35,14:54:51,11.31,--,419,473889,买盘
36,14:54:48,11.31,--,5,5655,买盘
37,14:54:45,11.31,--,274,309894,买盘
38,14:54:42,11.31,0.01,56,63336,买盘
39,14:54:39,11.3,--,2,2260,卖盘
40,14:54:36,11.3,--,6,6780,卖盘
41,14:54:33,11.3,--,2,2260,卖盘
42,14:54:30,11.3,-0.01,6,6780,卖盘
43,14:54:27,11.31,--,1,1131,买盘
44,14:54:24,11.31,--,15,16965,买盘
45,14:54:18,11.31,--,200,226200,买盘
46,14:54:15,11.31,0.01,19,21489,买盘
47,14:54:12,11.3,-0.01,30,33900,卖盘
48,14:54:09,11.31,--,5,5655,买盘
49,14:54:03,11.31,0.01,2,2262,买盘
50,14:53:57,11.3,--,31,35030,卖盘
51,14:53:54,11.3,--,270,305100,买盘
52,14:53:51,11.3,0.01,1,1130,买盘
53,14:53:30,11.29,--,17,19193,卖盘
54,14:53:27,11.29,--,27,30482,卖盘
55,14:53:24,11.29,-0.01,51,57578,卖盘
56,14:53:21,11.3,--,13,14690,买盘
57,14:53:18,11.3,0.01,1,1130,买盘
