,time,price,change,volume,amount,type
0,15:00:03,7.5,--,6523,4892587,卖盘
1,14:57:00,7.5,--,100,75000,卖盘
2,14:56:57,7.5,--,226,169500,卖盘
3,14:56:54,7.5,-0.01,54,40500,卖盘
4,14:56:51,7.51,0.01,47,35297,买盘
5,14:56:48,7.5,-0.01,63,47250,卖盘
6,14:56:45,7.51,0.01,256,192256,买盘
7,14:56:42,7.5,--,119,89250,卖盘
8,14:56:39,7.5,-0.01,13,9750,卖盘
9,14:56:36,7.51,--,82,61582,买盘
10,14:56:33,7.51,0.01,32,24032,买盘
11,14:56:30,7.5,--,34,25500,卖盘
12,14:56:27,7.5,--,85,63750,卖盘
13,14:56:24,7.5,--,164,123000,卖盘
14,14:56:21,7.5,-0.01,31,23250,卖盘
15,14:56:18,7.51,0.01,28,21028,买盘
16,14:56:15,7.5,--,70,52500,卖盘
17,14:56:12,7.5,--,91,68250,卖盘
18,14:56:09,7.5,--,4,3000,卖盘
19,14:56:06,7.5,--,28,21000,卖盘
20,14:56:03,7.5,--,193,144750,卖盘
21,14:56:00,7.5,--,50,37500,卖盘
22,14:55:57,7.5,--,62,46500,卖盘
23,14:55:54,7.5,--,30,22500,买盘
24,14:55:51,7.5,--,510,382500,卖盘
25,14:55:48,7.5,--,783,587250,卖盘
26,14:55:45,7.5,--,110,82500,卖盘
27,14:55:39,7.5,--,52,39000,卖盘
28,14:55:36,7.5,--,30,22500,卖盘
29,14:55:33,7.5,--,286,214500,卖盘
30,14:55:30,7.5,0.01,1118,838747,买盘
31,14:55:27,7.49,-0.01,125,93625,卖盘
32,14:55:24,7.5,0.01,19,14250,买盘
33,14:55:21,7.49,-0.01,39,29211,卖盘
34,14:55:18,7.5,0.01,68,51000,买盘
35,14:55:15,7.49,-0.01,325,243425,卖盘
36,14:55:12,7.5,--,264,198000,买盘
37,14:55:09,7.5,0.01,13,9750,买盘
38,14:55:06,7.49,-0.01,1150,861350,卖盘
39,14:55:03,7.5,--,71,53250,买盘
40,14:55:00,7.5,0.01,57,42750,买盘
41,14:54:57,7.49,-0.01,138,103362,卖盘
42,14:54:54,7.5,--,157,117750,买盘
43,14:54:51,7.5,--,193,144750,买盘
44,14:54:48,7.5,--,53,39750,买盘
45,14:54:45,7.5,--,692,519000,买盘
46,14:54:42,7.5,--,1,750,买盘
47,14:54:39,7.5,0.01,60,45000,买盘
48,14:54:36,7.49,-0.01,58,43442,卖盘
49,14:54:33,7.5,--,8,6000,买盘
50,14:54:30,7.5,--,10,7500,买盘
51,14:54:27,7.5,0.01,72,54000,买盘
52,14:54:24,7.49,-0.01,176,131824,卖盘
53,14:54:21,7.5,0.01,53,39750,买盘
54,14:54:18,7.49,-0.01,373,279377,卖盘
55,14:54:15,7.5,--,108,81000,买盘
56,14:54:12,7.5,--,161,120750,买盘
57,14:54:09,7.5,--,270,202500,买盘
58,14:54:06,7.5,--,248,186000,买盘
59,14:54:03,7.5,--,268,201000,买盘
60,14:54:00,7.5,0.01,4,3000,买盘
61,14:53:57,7.49,--,98,73402,卖盘
62,14:53:54,7.49,-0.01,60,44940,卖盘
63,14:53:51,7.5,0.01,37,27750,买盘
64,14:53:48,7.49,-0.01,83,62167,卖盘
65,14:53:45,7.5,--,1,750,买盘
66,14:53:42,7.5,--,27,20250,买盘
67,14:53:39,7.5,0.01,44,33000,买盘
68,14:53:36,7.49,-0.01,4,2996,卖盘
69,14:53:33,7.5,--,68,51000,买盘
70,14:53:30,7.5,--,123,92250,买盘
71,14:53:27,7.5,--,90,67500,买盘
72,14:53:24,7.5,--,7,5250,买盘
73,14:53:21,7.5,--,306,229500,买盘
74,14:53:18,7.5,--,30,22500,买盘
75,14:53:15,7.5,--,125,93750,买盘
76,14:53:09,7.5,--,73,54750,买盘
77,14:53:06,7.5,--,150,112500,买盘
78,14:53:03,7.5,--,43,32250,买盘
79,14:53:00,7.5,-0.01,1131,848602,卖盘
80,14:52:54,7.51,0.01,68,51068,买盘
81,14:52:51,7.5,-0.01,3,2250,卖盘
82,14:52:48,7.51,0.01,51,38301,买盘
83,14:52:45,7.5,--,16,12000,卖盘
84,14:52:42,7.5,--,30,22500,卖盘
85,14:52:39,7.5,--,117,87750,卖盘
86,14:52:36,7.5,-0.01,165,123750,卖盘
87,14:52:33,7.51,--,86,64586,买盘
88,14:52:30,7.51,0.01,187,140437,买盘
89,14:52:27,7.5,--,1852,1389397,买盘
90,14:52:24,7.5,--,79,59250,买盘
91,14:52:21,7.5,--,23,17250,买盘
92,14:52:18,7.5,--,528,396000,买盘
93,14:52:15,7.5,--,135,101250,买盘
94,14:52:12,7.5,--,128,96000,买盘
95,14:52:09,7.5,--,241,180750,买盘
96,14:52:06,7.5,--,50,37500,买盘
97,14:52:03,7.5,-0.01,2234,1675500,卖盘
98,14:52:00,7.51,0.01,357,268107,买盘
99,14:51:57,7.5,--,22,16500,卖盘
100,14:51:54,7.5,-0.01,14,10500,卖盘
101,14:51:51,7.51,0.01,52,39052,买盘
102,14:51:48,7.5,--,141,105750,卖盘
103,14:51:45,7.5,-0.01,60,45000,卖盘
104,14:51:42,7.51,0.01,47,35297,买盘
105,14:51:39,7.5,-0.01,10,7500,卖盘
106,14:51:36,7.51,--,110,82610,买盘
107,14:51:33,7.51,--,52,39052,买盘
108,14:51:30,7.51,0.01,190,142690,买盘
109,14:51:27,7.5,-0.01,63,47250,卖盘
110,14:51:24,7.51,--,50,37550,买盘
111,14:51:21,7.51,0.01,45,33795,买盘
112,14:51:18,7.5,--,519,389250,买盘
113,14:51:15,7.5,--,555,416250,买盘
114,14:51:12,7.5,--,133,99750,买盘
115,14:51:06,7.5,--,18,13500,买盘
116,14:51:03,7.5,--,60,45000,买盘
117,14:51:00,7.5,--,182,136500,买盘
118,14:50:57,7.5,--,29,21750,买盘
119,14:50:54,7.5,--,10,7500,买盘
120,14:50:51,7.5,0.01,178,133500,买盘
121,14:50:48,7.49,--,21,15729,卖盘
122,14:50:45,7.49,--,1,749,卖盘
123,14:50:42,7.49,--,2,1498,卖盘
124,14:50:36,7.49,--,101,75649,卖盘
125,14:50:33,7.49,-0.01,185,138565,卖盘
126,14:50:30,7.5,0.01,672,504000,买盘
127,14:50:27,7.49,-0.01,357,267393,卖盘
128,14:50:24,7.5,--,123,92250,买盘
129,14:50:21,7.5,--,60,45000,买盘
130,14:50:18,7.5,--,29,21750,买盘
131,14:50:15,7.5,--,50,37500,买盘
132,14:50:12,7.5,--,279,209250,卖盘
133,14:50:09,7.5,-0.01,122,91500,卖盘
134,14:50:06,7.51,0.01,2473,1857223,买盘
135,14:50:03,7.5,--,166,124500,卖盘
136,14:50:00,7.5,--,20,15000,卖盘
137,14:49:57,7.5,--,15,11250,卖盘
138,14:49:54,7.5,-0.01,54,40500,卖盘
139,14:49:51,7.51,--,10,7510,买盘
140,14:49:48,7.51,0.01,65,48815,买盘
141,14:49:45,7.5,--,40,30000,卖盘
142,14:49:42,7.5,--,277,207750,卖盘
143,14:49:39,7.5,--,3,2250,卖盘
144,14:49:36,7.5,--,6,4500,卖盘
145,14:49:33,7.5,-0.01,86,64500,卖盘
146,14:49:30,7.51,--,11,8261,买盘
147,14:49:27,7.51,0.01,10,7510,买盘
148,14:49:24,7.5,-0.01,496,372000,卖盘
149,14:49:21,7.51,--,294,220794,买盘
150,14:49:18,7.51,0.01,15,11265,买盘
151,14:49:15,7.5,-0.01,13,9750,卖盘
152,14:49:12,7.51,0.01,20,15020,买盘
153,14:49:09,7.5,-0.01,281,210750,卖盘
154,14:49:06,7.51,0.01,15,11265,买盘
155,14:49:03,7.5,-0.01,17,12750,卖盘
156,14:49:00,7.51,--,281,211031,买盘
157,14:48:57,7.51,--,179,134429,卖盘
158,14:48:54,7.51,--,7,5257,卖盘
159,14:48:48,7.51,--,38,28538,卖盘
160,14:48:45,7.51,0.01,65,48815,买盘
161,14:48:42,7.5,-0.02,209,156750,卖盘
