,time,price,change,volume,amount,type
0,15:00:03,11.11,--,3114,3459654,卖盘
1,14:57:00,11.11,--,214,237754,卖盘
2,14:56:57,11.11,-0.01,2,2222,卖盘
3,14:56:54,11.12,0.01,159,176808,买盘
4,14:56:51,11.11,-0.01,25,27775,卖盘
5,14:56:48,11.12,0.01,53,58935,买盘
6,14:56:45,11.11,--,71,78881,卖盘
7,14:56:42,11.11,-0.01,13,14443,卖盘
8,14:56:39,11.12,0.01,150,166800,买盘
9,14:56:36,11.11,-0.01,30,33330,卖盘
10,14:56:33,11.12,0.01,107,118983,买盘
11,14:56:30,11.11,-0.01,61,67771,卖盘
12,14:56:27,11.12,--,11,12232,买盘
13,14:56:24,11.12,--,2,2224,买盘
14,14:56:21,11.12,0.01,5,5560,买盘
15,14:56:18,11.11,--,491,545545,买盘
16,14:56:15,11.11,--,20,22220,买盘
17,14:56:12,11.11,--,427,474397,买盘
18,14:56:09,11.11,--,215,238865,买盘
19,14:56:06,11.11,--,51,56661,买盘
20,14:56:03,11.11,--,69,76659,买盘
21,14:56:00,11.11,0.01,81,89991,买盘
22,14:55:57,11.1,-0.01,441,489510,卖盘
23,14:55:54,11.11,--,94,104434,买盘
24,14:55:51,11.11,--,42,46662,买盘
25,14:55:48,11.11,--,55,61105,买盘
26,14:55:45,11.11,--,157,174427,买盘
27,14:55:42,11.11,--,22,24442,买盘
28,14:55:39,11.11,--,156,173316,买盘
29,14:55:36,11.11,--,385,427735,买盘
30,14:55:33,11.11,--,203,225533,买盘
31,14:55:30,11.11,--,83,92213,买盘
32,14:55:27,11.11,--,214,237754,买盘
33,14:55:24,11.11,--,5,5555,买盘
34,14:55:21,11.11,--,35,38885,买盘
35,14:55:18,11.11,0.01,9,9999,买盘
36,14:55:15,11.1,-0.01,23,25530,卖盘
37,14:55:12,11.11,0.01,3,3333,买盘
38,14:55:09,11.1,--,44,48840,卖盘
39,14:55:06,11.1,--,251,278610,买盘
40,14:55:03,11.1,--,71,78810,买盘
41,14:55:00,11.1,--,44,48840,买盘
42,14:54:57,11.1,--,6,6660,买盘
