,time,price,change,volume,amount,type
0,15:00:03,7.4,0.01,3416,2527840,买盘
1,14:57:00,7.39,0.01,20,14780,买盘
2,14:56:57,7.38,-0.01,11,8118,卖盘
3,14:56:54,7.39,--,271,200269,买盘
4,14:56:51,7.39,--,2,1478,买盘
5,14:56:48,7.39,--,115,84985,买盘
6,14:56:45,7.39,-0.01,1238,914882,卖盘
7,14:56:42,7.4,0.01,505,373700,买盘
8,14:56:39,7.39,--,53,39167,卖盘
9,14:56:36,7.39,--,500,369500,卖盘
10,14:56:33,7.39,-0.01,19,14041,卖盘
11,14:56:30,7.4,--,205,151700,买盘
12,14:56:27,7.4,--,270,199800,买盘
13,14:56:24,7.4,--,2,1480,买盘
14,14:56:21,7.4,--,3,2220,买盘
15,14:56:18,7.4,--,39,28860,买盘
16,14:56:15,7.4,0.01,142,105080,买盘
17,14:56:09,7.39,--,5,3695,卖盘
18,14:56:06,7.39,-0.01,29,21431,卖盘
19,14:56:03,7.4,0.01,22,16280,买盘
20,14:56:00,7.39,-0.01,380,280820,卖盘
21,14:55:57,7.4,0.01,63,46620,买盘
22,14:55:54,7.39,-0.01,6,4434,卖盘
23,14:55:51,7.4,--,119,88060,买盘
24,14:55:48,7.4,0.01,26,19240,买盘
25,14:55:45,7.39,-0.01,148,109372,卖盘
26,14:55:42,7.4,--,407,301180,买盘
27,14:55:39,7.4,0.01,264,195360,买盘
28,14:55:36,7.39,--,11,8129,卖盘
29,14:55:33,7.39,--,145,107155,卖盘
30,14:55:30,7.39,--,114,84246,卖盘
31,14:55:27,7.39,-0.01,333,246087,卖盘
32,14:55:24,7.4,0.01,160,118400,买盘
33,14:55:18,7.39,-0.01,17,12563,卖盘
34,14:55:15,7.4,--,83,61420,买盘
35,14:55:12,7.4,--,32,23680,买盘
36,14:55:09,7.4,--,40,29600,买盘
37,14:55:06,7.4,--,11,8140,买盘
38,14:55:03,7.4,--,166,122840,买盘
39,14:54:54,7.4,0.01,48,35520,买盘
40,14:54:48,7.39,--,11,8129,卖盘
41,14:54:45,7.39,--,6,4434,卖盘
42,14:54:42,7.39,-0.01,6,4434,卖盘
43,14:54:39,7.4,0.01,67,49580,买盘
44,14:54:33,7.39,--,96,70944,卖盘
45,14:54:30,7.39,-0.01,195,144105,卖盘
46,14:54:27,7.4,0.01,1,740,买盘
47,14:54:24,7.39,--,15,11085,卖盘
48,14:54:21,7.39,--,80,59120,卖盘
49,14:54:18,7.39,-0.01,1,739,卖盘
50,14:54:12,7.4,0.01,37,27380,买盘
51,14:54:09,7.39,-0.01,9,6651,卖盘
52,14:54:06,7.4,--,64,47360,买盘
53,14:54:00,7.4,--,29,21460,买盘
54,14:53:57,7.4,0.01,1,740,买盘
55,14:53:51,7.39,-0.01,27,19953,卖盘
56,14:53:48,7.4,0.01,656,485440,买盘
57,14:53:45,7.39,-0.01,53,39167,卖盘
58,14:53:39,7.4,--,63,46620,买盘
59,14:53:36,7.4,0.01,69,51060,买盘
60,14:53:33,7.39,-0.01,111,82029,卖盘
61,14:53:30,7.4,--,58,42920,买盘
62,14:53:24,7.4,0.01,30,22200,买盘
63,14:53:21,7.39,--,49,36211,卖盘
64,14:53:18,7.39,-0.01,6,4434,卖盘
65,14:53:15,7.4,--,144,106560,买盘
66,14:53:12,7.4,--,661,489140,买盘
67,14:53:03,7.4,0.01,1,740,买盘
68,14:53:00,7.39,-0.01,4,2956,卖盘
69,14:52:54,7.4,0.01,16,11840,买盘
70,14:52:51,7.39,-0.01,14,10346,卖盘
71,14:52:42,7.4,0.01,16,11840,买盘
72,14:52:39,7.39,-0.01,5,3695,卖盘
73,14:52:36,7.4,--,33,24420,买盘
74,14:52:33,7.4,--,3,2220,买盘
75,14:52:30,7.4,0.01,16,11840,买盘
76,14:52:27,7.39,--,27,19953,卖盘
77,14:52:24,7.39,--,37,27343,卖盘
78,14:52:21,7.39,--,34,25126,卖盘
79,14:52:18,7.39,--,90,66510,卖盘
80,14:52:12,7.39,-0.01,12,8868,卖盘
81,14:52:09,7.4,0.01,102,75480,买盘
82,14:52:06,7.39,--,6,4434,卖盘
83,14:52:03,7.39,--,68,50252,卖盘
84,14:52:00,7.39,-0.01,20,14780,卖盘
85,14:51:54,7.4,0.01,60,44400,买盘
86,14:51:51,7.39,--,29,21431,卖盘
87,14:51:39,7.39,-0.01,12,8868,卖盘
88,14:51:36,7.4,0.01,1,740,买盘
89,14:51:33,7.39,--,12,8868,卖盘
90,14:51:30,7.39,0.01,8,5912,中性盘
91,14:51:27,7.38,-0.02,101,74538,卖盘
92,14:51:24,7.4,0.02,32,23680,买盘
93,14:51:21,7.38,-0.02,58,42804,卖盘
94,14:51:18,7.4,0.01,270,199800,买盘
95,14:51:15,7.39,--,13,9607,买盘
96,14:51:12,7.39,--,16,11824,买盘
97,14:51:06,7.39,0.01,8,5912,买盘
98,14:51:03,7.38,--,23,16974,卖盘
99,14:51:00,7.38,-0.01,37,27306,卖盘
100,14:50:57,7.39,--,95,70205,买盘
101,14:50:54,7.39,0.01,31,22909,买盘
102,14:50:51,7.38,--,29,21402,卖盘
103,14:50:45,7.38,-0.01,43,31734,卖盘
104,14:50:42,7.39,0.01,338,249782,买盘
105,14:50:39,7.38,-0.01,24,17712,卖盘
106,14:50:36,7.39,--,327,241653,买盘
107,14:50:33,7.39,--,27,19953,买盘
108,14:50:30,7.39,0.01,13,9607,买盘
109,14:50:24,7.38,--,13,9594,卖盘
110,14:50:21,7.38,--,55,40590,卖盘
111,14:50:18,7.38,-0.01,16,11808,卖盘
112,14:50:12,7.39,0.01,10,7390,买盘
113,14:50:09,7.38,--,16,11808,卖盘
114,14:50:06,7.38,--,370,273060,卖盘
115,14:50:03,7.38,--,3074,2268612,卖盘
116,14:49:57,7.38,-0.01,3,2214,卖盘
117,14:49:54,7.39,0.01,24,17736,买盘
118,14:49:51,7.38,-0.01,59,43542,卖盘
119,14:49:48,7.39,--,35,25865,买盘
120,14:49:45,7.39,0.01,1,739,买盘
