,time,price,change,volume,amount,type
0,15:00:03,11.19,--,1866,2088512,买盘
1,14:57:00,11.19,--,0,0,买盘
2,14:56:57,11.19,--,3,3357,买盘
3,14:56:51,11.19,--,6,6714,买盘
4,14:56:45,11.19,0.02,276,308844,买盘
5,14:56:42,11.17,-0.01,116,129572,卖盘
6,14:56:36,11.18,0.01,3,3354,买盘
7,14:56:33,11.17,--,19,21223,买盘
8,14:56:30,11.17,--,4,4468,买盘
9,14:56:27,11.17,--,3,3351,买盘
10,14:56:21,11.17,--,5,5585,买盘
11,14:56:18,11.17,--,8,8936,买盘
12,14:56:09,11.17,--,26,29042,买盘
13,14:56:06,11.17,--,157,175369,卖盘
14,14:56:03,11.17,-0.01,37,41329,卖盘
15,14:56:00,11.18,0.01,15,16770,买盘
16,14:55:57,11.17,--,1,1117,卖盘
17,14:55:54,11.17,--,46,51382,卖盘
18,14:55:51,11.17,--,3,3351,卖盘
19,14:55:45,11.17,--,210,234570,卖盘
20,14:55:42,11.17,--,3,3351,卖盘
21,14:55:39,11.17,--,50,55850,卖盘
22,14:55:36,11.17,--,1,1117,卖盘
23,14:55:33,11.17,0.01,261,291537,买盘
24,14:55:30,11.16,-0.01,10,11160,卖盘
25,14:55:27,11.17,--,10,11170,买盘
26,14:55:21,11.17,0.01,2,2234,买盘
27,14:55:18,11.16,-0.01,21,23436,卖盘
28,14:55:15,11.17,0.01,2,2234,买盘
29,14:55:12,11.16,--,80,89280,买盘
30,14:55:09,11.16,--,3,3348,买盘
31,14:55:03,11.16,--,29,32364,买盘
32,14:55:00,11.16,--,2,2232,买盘
33,14:54:57,11.16,0.01,18,20088,中性盘
34,14:54:54,11.15,-0.02,386,430390,卖盘
35,14:54:51,11.17,--,5,5585,买盘
36,14:54:48,11.17,0.01,1,1117,买盘
37,14:54:45,11.16,-0.01,83,92628,卖盘
38,14:54:42,11.17,--,30,33510,买盘
39,14:54:39,11.17,--,57,63669,买盘
40,14:54:36,11.17,--,12,13404,买盘
41,14:54:33,11.17,0.01,31,34627,买盘
42,14:54:30,11.16,-0.01,47,52452,卖盘
43,14:54:27,11.17,--,3,3351,买盘
44,14:54:24,11.17,--,10,11170,买盘
45,14:54:15,11.17,--,5,5585,买盘
46,14:54:12,11.17,--,42,46914,买盘
47,14:54:09,11.17,0.01,44,49148,买盘
48,14:54:03,11.16,-0.01,18,20088,卖盘
49,14:54:00,11.17,0.01,1,1117,买盘
50,14:53:57,11.16,-0.01,31,34651,卖盘
51,14:53:54,11.17,--,23,25691,买盘
52,14:53:51,11.17,--,100,111700,买盘
53,14:53:48,11.17,0.01,23,25691,买盘
54,14:53:45,11.16,-0.01,41,45756,卖盘
55,14:53:42,11.17,0.01,27,30159,买盘
56,14:53:39,11.16,-0.01,42,46872,卖盘
57,14:53:33,11.17,--,10,11170,买盘
58,14:53:21,11.17,--,11,12287,买盘
59,14:53:15,11.17,-0.01,56,62552,买盘
60,14:53:06,11.18,--,41,45838,买盘
61,14:53:03,11.18,0.02,185,206830,买盘
62,14:53:00,11.16,--,11,12276,买盘
63,14:52:54,11.16,--,88,98208,买盘
64,14:52:51,11.16,--,3,3348,买盘
65,14:52:48,11.16,-0.01,241,268956,卖盘
66,14:52:45,11.17,--,167,186539,买盘
67,14:52:42,11.17,0.01,2,2234,买盘
68,14:52:39,11.16,-0.01,2,2232,卖盘
69,14:52:36,11.17,--,3,3351,买盘
70,14:52:33,11.17,0.02,3,3351,买盘
71,14:52:30,11.15,--,1,1115,卖盘
72,14:52:27,11.15,--,233,259795,卖盘
73,14:52:24,11.15,-0.02,3,3345,卖盘
74,14:52:18,11.17,--,71,79307,买盘
75,14:52:15,11.17,0.02,10,11170,买盘
76,14:52:12,11.15,--,139,154985,卖盘
77,14:52:09,11.15,0.01,101,112615,买盘
78,14:52:03,11.14,--,5,5570,卖盘
79,14:51:57,11.14,-0.05,24,26736,中性盘
80,14:51:54,11.19,0.02,513,574047,买盘
81,14:51:51,11.17,0.01,33,36861,买盘
82,14:51:48,11.16,-0.01,1,1116,中性盘
83,14:51:45,11.17,0.04,549,613233,买盘
84,14:51:42,11.13,-0.02,35,38955,卖盘
85,14:51:39,11.15,--,3,3345,买盘
86,14:51:36,11.15,0.01,601,670115,买盘
87,14:51:27,11.14,0.01,27,30078,买盘
88,14:51:24,11.13,--,77,85701,卖盘
89,14:51:09,11.13,-0.01,481,536299,卖盘
90,14:51:06,11.14,--,25,27850,买盘
91,14:51:03,11.14,--,42,46788,买盘
92,14:51:00,11.14,--,11,12254,买盘
93,14:50:57,11.14,-0.01,51,57014,卖盘
94,14:50:54,11.15,--,141,157215,买盘
95,14:50:51,11.15,--,1,1115,买盘
96,14:50:48,11.15,--,1,1115,买盘
97,14:50:45,11.15,0.01,5,5575,买盘
98,14:50:42,11.14,-0.01,22,24508,卖盘
99,14:50:39,11.15,0.01,10,11150,买盘
100,14:50:36,11.14,--,98,109595,卖盘
101,14:50:30,11.14,-0.01,194,216116,卖盘
102,14:50:27,11.15,--,1,1115,买盘
103,14:50:24,11.15,--,232,259516,买盘
104,14:50:21,11.15,0.01,42,46830,买盘
105,14:50:18,11.14,-0.01,5,5570,卖盘
106,14:50:15,11.15,0.01,3,3345,买盘
107,14:50:12,11.14,--,2,2228,卖盘
108,14:50:09,11.14,--,115,128667,买盘
109,14:50:06,11.14,--,561,625511,买盘
110,14:50:03,11.14,0.01,10,11140,买盘
111,14:50:00,11.13,-0.01,272,302736,卖盘
112,14:49:54,11.14,-0.01,374,416636,卖盘
113,14:49:51,11.15,--,58,64670,买盘
114,14:49:45,11.15,--,1,1115,买盘
115,14:49:42,11.15,0.01,50,55750,买盘
116,14:49:39,11.14,-0.01,787,876718,卖盘
117,14:49:33,11.15,0.01,2,2230,买盘
118,14:49:30,11.14,-0.01,109,121704,卖盘
119,14:49:24,11.15,--,79,88363,卖盘
120,14:49:18,11.15,-0.01,36,40140,卖盘
121,14:49:15,11.16,--,7,7812,买盘
122,14:49:12,11.16,--,2,2232,买盘
123,14:49:09,11.16,0.01,156,174654,买盘
124,14:49:06,11.15,--,20,22300,卖盘
125,14:49:00,11.15,--,20,22300,卖盘
126,14:48:57,11.15,--,51,56865,卖盘
127,14:48:54,11.15,--,354,394710,买盘
128,14:48:48,11.15,0.01,1,1115,买盘
129,14:48:45,11.14,-0.01,1,1114,卖盘
130,14:48:42,11.15,0.01,3,3345,买盘
131,14:48:39,11.14,-0.01,107,119198,卖盘
132,14:48:36,11.15,0.01,101,112615,买盘
133,14:48:33,11.14,-0.01,11,12254,卖盘
134,14:48:30,11.15,--,11,12265,买盘
135,14:48:27,11.15,0.01,11,12265,买盘
136,14:48:21,11.14,--,10,11140,卖盘
137,14:48:18,11.14,--,45,50130,卖盘
