,time,price,change,volume,amount,type
0,15:00:03,6.78,0.01,11851,8034978,买盘
1,14:57:00,6.77,-0.01,183,123890,卖盘
2,14:56:57,6.78,--,28,18984,买盘
3,14:56:54,6.78,--,44,29832,买盘
4,14:56:51,6.78,--,806,546468,买盘
5,14:56:48,6.78,--,72,48816,买盘
6,14:56:45,6.78,--,61,41358,买盘
7,14:56:42,6.78,--,11,7458,买盘
8,14:56:39,6.78,--,827,560706,卖盘
9,14:56:36,6.78,--,180,122040,卖盘
10,14:56:33,6.78,-0.01,10,6780,卖盘
11,14:56:30,6.79,--,61,41419,买盘
12,14:56:27,6.79,--,4,2716,买盘
13,14:56:24,6.79,--,1,679,买盘
14,14:56:18,6.79,0.01,647,439313,买盘
15,14:56:15,6.78,--,40,27120,卖盘
16,14:56:12,6.78,--,22,14916,卖盘
17,14:56:06,6.78,--,454,307812,卖盘
18,14:56:03,6.78,--,32,21696,卖盘
19,14:56:00,6.78,--,411,278658,买盘
20,14:55:57,6.78,--,136,92208,买盘
21,14:55:54,6.78,--,115,77970,买盘
22,14:55:51,6.78,--,165,111870,买盘
23,14:55:48,6.78,--,269,182382,买盘
24,14:55:45,6.78,--,196,132888,买盘
25,14:55:42,6.78,--,113,76614,买盘
26,14:55:39,6.78,--,40,27120,买盘
27,14:55:36,6.78,--,17,11526,买盘
28,14:55:33,6.78,--,431,292218,卖盘
29,14:55:30,6.78,-0.01,22,14916,中性盘
30,14:55:27,6.79,0.01,429,291291,买盘
31,14:55:24,6.78,--,20,13560,卖盘
32,14:55:21,6.78,--,148,100344,买盘
33,14:55:18,6.78,--,277,188267,卖盘
34,14:55:15,6.78,--,74,50172,卖盘
35,14:55:12,6.78,--,11,7458,卖盘
36,14:55:09,6.78,--,221,150054,买盘
37,14:55:06,6.78,--,54,36612,买盘
38,14:55:03,6.78,0.01,119,80682,买盘
39,14:55:00,6.77,--,1160,785320,卖盘
40,14:54:57,6.77,-0.01,40,27080,卖盘
41,14:54:54,6.78,--,5,3390,买盘
42,14:54:51,6.78,--,43,29154,买盘
43,14:54:48,6.78,--,76,51528,买盘
44,14:54:45,6.78,--,109,73902,买盘
45,14:54:42,6.78,0.01,18,12204,买盘
46,14:54:39,6.77,-0.01,160,108320,卖盘
47,14:54:36,6.78,0.01,42,28476,买盘
48,14:54:33,6.77,-0.01,280,189560,卖盘
49,14:54:30,6.78,0.01,357,242046,买盘
50,14:54:27,6.77,--,75,50775,卖盘
51,14:54:24,6.77,-0.01,777,526029,卖盘
52,14:54:21,6.78,--,10,6780,买盘
53,14:54:18,6.78,0.01,292,197976,买盘
54,14:54:15,6.77,-0.01,240,162480,卖盘
55,14:54:12,6.78,--,486,329508,买盘
56,14:54:09,6.78,0.01,36,24408,买盘
57,14:54:06,6.77,-0.01,297,201069,卖盘
58,14:54:03,6.78,0.01,48,32544,买盘
59,14:54:00,6.77,-0.01,82,55514,卖盘
60,14:53:57,6.78,0.01,172,116616,买盘
61,14:53:54,6.77,--,112,75824,卖盘
62,14:53:51,6.77,-0.01,94,63637,卖盘
63,14:53:48,6.78,--,289,195942,买盘
64,14:53:45,6.78,--,167,113226,买盘
65,14:53:42,6.78,--,352,238656,买盘
66,14:53:39,6.78,--,31,21018,买盘
67,14:53:36,6.78,--,167,113226,买盘
68,14:53:33,6.78,--,561,380358,买盘
69,14:53:30,6.78,--,405,274590,买盘
70,14:53:27,6.78,--,107,72546,买盘
71,14:53:24,6.78,0.01,31,21018,买盘
72,14:53:21,6.77,--,426,288402,卖盘
73,14:53:18,6.77,--,260,176020,卖盘
