,time,price,change,volume,amount,type
0,15:00:03,6.91,0.01,14529,10039580,买盘
1,14:57:00,6.9,--,177,122212,买盘
2,14:56:57,6.9,0.01,151,104190,买盘
3,14:56:54,6.89,--,246,169494,卖盘
4,14:56:51,6.89,--,611,420979,卖盘
5,14:56:48,6.89,-0.01,107,73723,卖盘
6,14:56:45,6.9,--,143,98670,买盘
7,14:56:42,6.9,0.01,45,31050,买盘
8,14:56:39,6.89,-0.01,169,116441,卖盘
9,14:56:36,6.9,--,565,389850,买盘
10,14:56:33,6.9,0.01,28,19320,买盘
11,14:56:30,6.89,-0.01,388,267332,卖盘
12,14:56:27,6.9,--,1050,725107,卖盘
13,14:56:24,6.9,--,81,55890,卖盘
14,14:56:21,6.9,--,336,231840,卖盘
15,14:56:18,6.9,--,40,27600,卖盘
16,14:56:15,6.9,--,246,169740,卖盘
17,14:56:12,6.9,--,1047,723064,买盘
18,14:56:09,6.9,--,515,355350,买盘
19,14:56:06,6.9,--,179,123510,买盘
20,14:56:03,6.9,--,406,280140,买盘
21,14:56:00,6.9,0.01,123,84870,买盘
22,14:55:57,6.89,-0.01,71,48919,卖盘
23,14:55:54,6.9,--,685,472650,买盘
24,14:55:51,6.9,--,559,385710,买盘
25,14:55:48,6.9,--,188,129720,买盘
26,14:55:45,6.9,--,344,237360,买盘
27,14:55:42,6.9,--,672,463680,买盘
28,14:55:39,6.9,--,153,105570,买盘
29,14:55:36,6.9,--,2583,1782270,买盘
30,14:55:33,6.9,--,824,568560,买盘
31,14:55:30,6.9,--,45,31050,买盘
32,14:55:27,6.9,--,318,219420,买盘
33,14:55:24,6.9,--,52,35880,买盘
34,14:55:21,6.9,--,1607,1108830,买盘
35,14:55:18,6.9,0.01,145,100050,买盘
36,14:55:15,6.89,--,665,458185,卖盘
37,14:55:12,6.89,--,225,155025,卖盘
38,14:55:09,6.89,--,635,437515,卖盘
39,14:55:06,6.89,-0.01,486,334854,卖盘
40,14:55:03,6.9,0.01,160,110400,买盘
41,14:55:00,6.89,-0.01,137,94393,卖盘
42,14:54:57,6.9,--,165,113850,买盘
43,14:54:54,6.9,--,221,152490,买盘
44,14:54:51,6.9,--,130,89700,买盘
45,14:54:48,6.9,0.01,452,311880,买盘
46,14:54:45,6.89,--,270,186030,卖盘
47,14:54:42,6.89,-0.01,786,541554,卖盘
48,14:54:39,6.9,0.01,87,60030,买盘
49,14:54:36,6.89,-0.01,37,25493,卖盘
50,14:54:33,6.9,0.01,177,122130,买盘
51,14:54:30,6.89,--,570,392730,卖盘
52,14:54:27,6.89,-0.01,580,399620,卖盘
53,14:54:24,6.9,0.01,208,143520,买盘
54,14:54:21,6.89,-0.01,112,77168,卖盘
55,14:54:18,6.9,0.01,184,126960,买盘
56,14:54:15,6.89,--,170,117130,卖盘
57,14:54:12,6.89,--,224,154336,卖盘
58,14:54:09,6.89,--,832,573248,买盘
59,14:54:06,6.89,--,614,423046,买盘
60,14:54:03,6.89,--,1754,1208506,买盘
61,14:54:00,6.89,--,650,448263,买盘
62,14:53:57,6.89,--,1757,1210573,买盘
63,14:53:54,6.89,--,221,152269,买盘
64,14:53:51,6.89,--,621,427869,买盘
65,14:53:48,6.89,--,525,361725,买盘
66,14:53:45,6.89,0.01,144,99216,买盘
67,14:53:42,6.88,-0.01,260,178880,卖盘
68,14:53:39,6.89,--,370,254930,卖盘
69,14:53:36,6.89,--,3442,2371538,卖盘
70,14:53:33,6.89,--,733,505037,卖盘
71,14:53:30,6.89,--,139,95771,卖盘
72,14:53:27,6.89,--,1038,715182,卖盘
73,14:53:24,6.89,--,445,306605,卖盘
74,14:53:21,6.89,--,2359,1625351,卖盘
