,time,price,change,volume,amount,type
0,15:00:03,13.2,0.01,9953,13138224,买盘
1,14:57:00,13.19,--,552,728088,买盘
2,14:56:57,13.19,--,294,387786,买盘
3,14:56:54,13.19,0.01,164,216316,买盘
4,14:56:51,13.18,-0.01,193,254374,卖盘
5,14:56:48,13.19,--,471,621249,买盘
6,14:56:45,13.19,0.01,97,127943,买盘
7,14:56:42,13.18,-0.01,7,9226,卖盘
8,14:56:39,13.19,--,56,73864,买盘
9,14:56:36,13.19,--,254,335026,买盘
10,14:56:33,13.19,--,69,91011,买盘
11,14:56:30,13.19,--,173,228187,买盘
12,14:56:27,13.19,0.01,357,470883,买盘
13,14:56:24,13.18,-0.01,69,90942,卖盘
14,14:56:21,13.19,--,57,75183,买盘
15,14:56:18,13.19,0.01,53,69907,买盘
16,14:56:15,13.18,-0.01,25,32950,卖盘
17,14:56:12,13.19,0.01,43,56717,买盘
18,14:56:09,13.18,-0.01,59,77762,卖盘
19,14:56:06,13.19,0.01,28,36932,买盘
20,14:56:03,13.18,--,217,286006,卖盘
21,14:56:00,13.18,0.01,158,208244,买盘
22,14:55:57,13.17,--,149,196233,卖盘
23,14:55:54,13.17,--,2037,2682729,卖盘
24,14:55:51,13.17,--,502,661134,卖盘
25,14:55:48,13.17,--,29,38193,卖盘
26,14:55:45,13.17,--,189,248913,卖盘
27,14:55:42,13.17,--,333,438561,买盘
28,14:55:39,13.17,--,22,28974,买盘
29,14:55:36,13.17,0.01,36,47412,买盘
30,14:55:33,13.16,--,126,165816,卖盘
31,14:55:30,13.16,-0.01,34,44744,卖盘
32,14:55:27,13.17,--,30,39510,买盘
33,14:55:21,13.17,0.01,47,61899,买盘
34,14:55:18,13.16,--,3,3948,卖盘
35,14:55:15,13.16,-0.01,67,88172,卖盘
36,14:55:12,13.17,0.01,172,226524,买盘
37,14:55:09,13.16,-0.01,15,19740,卖盘
38,14:55:06,13.17,0.01,32,42144,买盘
39,14:55:03,13.16,-0.01,261,343476,卖盘
40,14:55:00,13.17,0.01,1118,1472406,买盘
41,14:54:54,13.16,--,304,400064,卖盘
42,14:54:51,13.16,--,125,164500,卖盘
43,14:54:48,13.16,0.01,776,1021216,买盘
44,14:54:45,13.15,--,60,78900,卖盘
45,14:54:42,13.15,-0.01,34,44710,卖盘
46,14:54:39,13.16,0.01,204,268464,买盘
47,14:54:36,13.15,-0.01,120,157800,卖盘
48,14:54:33,13.16,0.01,52,68432,买盘
49,14:54:27,13.15,-0.01,61,80215,卖盘
50,14:54:24,13.16,--,84,110544,买盘
51,14:54:21,13.16,0.01,102,134232,买盘
52,14:54:18,13.15,-0.01,284,373460,卖盘
